PRECINCT	DEM	REP	TOTAL
30	1218	182	1408
28	472	1108	1601
58	530	1306	1861
60	969	1811	2819
82	416	1316	1761
62	702	265	980
36	494	319	821
64	944	209	1158
66	451	597	1060
68	599	746	1357
34	582	477	1074
84	739	2380	3158
24	239	565	817
26	169	400	578
06	388	1266	1684
04	877	2849	3770
46	400	1355	1775
80a	555.0	2560.0	3167.0
42	208	1291	1516
40	702	679	1401
18	245	972	1232
14	184	948	1149
86a	757.0	1442.0	2231.0
44	817	2111	2957
76	423	1742	2199
12	162	400	576
72	307	1443	1771
70	308	1309	1637
20	362	1388	1768
32	450	294	753
78	521	1548	2104
10	487	1097	1611
38	657	124	786
22	148	432	592
16	388	1716	2130
54	143	929	1087
56	141	625	784
50	407	1712	2143
52	654	2124	2816
74	499	2104	2639
88	358.0	1322.0	1699.0
48	364	1279	1665
08	245	497	753
