PRECINCT	DEM	REP	TOTAL
pr38	356.0	1896.0	2277.0
pr33	530	1713	2277
pr32	584	1156	1765
pr30	888	1160	2073
pr37	835.0	2281.0	3146.0
pr36	765.0	2025.0	2831.0
pr35	1202.0	3023.0	4285.0
pr34	2040	2030	4136
pr07	483	1312	1812
pr04	270	531	805
pr21	357	1326	1695
pr11a	831	1107	1964
pr11b	1264	1691	2998
pr22	585	1407	2007
pr08	247	1055	1327
pr09	957	1963	2966
pr28	910	1594	2539
pr12a	543.0	1149.0	1730.0
pr12b	585.0	1083.0	1709.0
pr27a	399.0	413.0	829.0
pr27b	464.0	740.0	1242.0
pr20	691	1139	1850
pr23a	575.0	1541.0	2156.0
pr23b	602.0	1628.0	2284.0
pr24	950	529	1487
pr25	831	701	1547
pr26	1087	535	1636
pr31b	1188	2123	3350
pr19	301	821	1128
pr31a	609	1142	1767
pr29b	1549	3010	4627
pr29a	886	2276	3216
pr13	416	1204	1648
pr14	245	1120	1382
pr10b	284.0	589.0	891.0
pr10a	511.0	477.0	1018.0
