maptype,stateID,state,district,district_dem_result,district_rep_result,district_winner
current,1,AL,1,88246.74119405472,151111.56297118502,R
current,1,AL,2,80751.50048832342,137917.64025278238,R
current,1,AL,3,82109.41892576174,143927.14933718945,R
current,1,AL,4,42649.14583333737,173121.16196013242,R
current,1,AL,5,101355.96057832155,158982.17516387612,R
current,1,AL,6,59078.837425480015,157287.57067761043,R
current,1,AL,7,81836.37197991718,80962.80025502814,D
current,2,AK,At Large,0,149779,R
current,4,AZ,1,134027.95470774453,121009.77837895729,D
current,4,AZ,2,156704.78400971333,127161.28155018236,D
current,4,AZ,3,126265.59673798554,89619.91878561153,D
current,4,AZ,4,94998.67297035534,174308.2867999264,R
current,4,AZ,5,137543.35739171196,139574.30271177855,R
current,4,AZ,6,135761.33235714893,140492.911953889,R
current,4,AZ,7,123455.99086170965,89356.90899427106,D
current,4,AZ,8,130230.13981776626,145919.7487204574,R
current,4,AZ,9,140205.1711458648,111807.86210492566,D
current,5,AR,1,58101.2693039709,139038.6032963113,R
current,5,AR,2,116135.0,132125.0,R
current,5,AR,3,74693.93968817241,148154.67520452786,R
current,5,AR,4,64047.79100785669,137020.72149916083,R
current,6,CA,1,132306.6131776445,159939.31876967952,R
current,6,CA,2,229870.40103943588,60747.4691090837,D
current,6,CA,3,145618.3095488817,81130.52993494784,D
current,6,CA,4,154105.05626372484,181890.35415425905,R
current,6,CA,5,220493.2230708131,43972.72567918412,D
current,6,CA,6,178944.3129719309,55791.710851642696,D
current,6,CA,7,168372.67132004042,76505.66610338178,D
current,6,CA,8,68494.68301986203,123802.33390912658,R
current,6,CA,9,124610.39184263334,82772.6919157154,D
current,6,CA,10,104939.39043408437,100753.28976545934,D
current,6,CA,11,193259.73606396743,75047.39679930864,D
current,6,CA,12,260108.71148753955,42658.2543915204,D
current,6,CA,13,195282.55220360094,33909.90135264749,D
current,6,CA,14,244815.10533637484,53083.39220525611,D
current,6,CA,15,216087.70837390117,36328.60050783719,D
current,6,CA,16,94862.34392191473,76650.05266643473,D
current,6,CA,17,251014.4657727807,31912.425891320654,D
current,6,CA,18,155962.05143009085,80658.14198191192,D
current,6,CA,19,155154.1772967115,60075.642592934426,D
current,6,CA,20,185349.961809602,58832.25314904613,D
current,6,CA,21,63956.247860624186,85249.01507005881,R
current,6,CA,22,89813.05613686694,96233.21602626497,R
current,6,CA,23,75577.02673834602,103556.00489555448,R
current,6,CA,24,165907.52319335513,118126.28469610354,D
current,6,CA,25,132011.39544017502,58533.451389680326,D
current,6,CA,26,156819.33481587374,104924.37074890701,D
current,6,CA,27,250974.36594757318,38955.05130069497,D
current,6,CA,28,160426.55499875115,51377.221578426615,D
current,6,CA,29,126361.61935568697,42228.94622013719,D
current,6,CA,30,149150.65122297598,53177.40612628404,D
current,6,CA,31,79127.48778903465,93137.20428093986,R
current,6,CA,32,157801.09765005633,42685.24253500988,D
current,6,CA,33,161135.64109879753,58926.887235617745,D
current,6,CA,34,176609.12694785965,32312.72918808658,D
current,6,CA,35,84235.25709774144,77966.84783782245,D
