State,ElectionDate,MapType,District,DemocratVote,RepublicanVote,Winner
FL,2016,current,8,132628.1032893941,248274.0401005607,Republican
FL,2016,current,9,179720.14850282847,143695.2570403684,Democrat
FL,2016,current,10,213053.64947773793,112652.577748726,Democrat
FL,2016,current,11,127812.64619732999,257597.04113301952,Republican
FL,2016,current,12,126484.21925620678,230611.69992104825,Republican
FL,2016,current,13,175162.61326560174,191710.22938063578,Republican
FL,2016,current,14,183630.49090649202,145485.2261311854,Democrat
FL,2016,current,15,152147.7023617773,169179.8498816299,Republican
FL,2016,current,16,150636.85423206713,218505.36722602602,Republican
FL,2016,current,17,121009.91779243569,213726.51794595245,Republican
FL,2016,current,18,163780.9905850141,173247.24839948508,Republican
FL,2016,current,19,120598.07726874009,228860.10813775827,Republican
FL,2016,current,20,242271.78577043107,96192.84034222766,Democrat
FL,2016,current,21,192445.00075497426,133463.1609515215,Democrat
FL,2016,current,22,171333.4606442515,116830.40707176558,Democrat
FL,2016,current,23,177114.244490714,111924.2849823875,Democrat
FL,2016,current,24,120636.45724133786,88197.2377539516,Democrat
FL,2016,current,25,84799.62952326401,151899.33179111942,Republican
FL,2016,current,26,90683.84230197697,124996.22330793145,Republican
FL,2016,current,27,77584.86863973354,118139.88631974372,Republican
FL,2018,current,1,106178.29132845016,216138.3837294561,Republican
FL,2018,current,2,92236.82889981047,185774.75288407365,Republican
FL,2018,current,3,133557.289216961,179681.85202687624,Republican
FL,2018,current,4,135447.5475210836,215385.0242061495,Republican
FL,2018,current,5,171501.09803249012,130872.43018821304,Democrat
FL,2018,current,6,144810.67769633333,190126.08063600768,Republican
FL,2018,current,7,131413.63077951467,110595.83550986237,Democrat
FL,2018,current,8,143026.2891907964,216510.21153132943,Republican
FL,2018,current,9,136246.54075687676,109176.83611239988,Democrat
FL,2018,current,10,81190.38485175505,40638.55972304614,Democrat
FL,2018,current,11,129365.33235201242,239599.42799758795,Republican
FL,2018,current,12,132302.98251945703,178714.0840434724,Republican
FL,2018,current,13,181912.18498609372,147236.87719141974,Democrat
FL,2018,current,14,67638.01594101425,66419.0700096814,Democrat
FL,2018,current,15,95274.4112994128,115178.2947014271,Republican
FL,2018,current,16,135477.91874483268,174767.6450077798,Republican
FL,2018,current,17,123039.38527341226,191650.5720656547,Republican
FL,2018,current,18,108904.15504625,133158.4752689731,Republican
FL,2018,current,19,124201.58555952682,201843.36563245585,Republican
FL,2018,current,20,118855.23637111051,54403.72636570434,Democrat
FL,2018,current,21,52816.71651034852,54052.7825604327,Republican
FL,2018,current,22,93136.0313317477,71590.67803534157,Democrat
FL,2018,current,23,109184.61346130757,76404.24531679334,Democrat
FL,2018,current,24,107832.20432881634,66085.51864142172,Democrat
FL,2018,current,25,84628.65414323033,122603.3866476742,Republican
FL,2018,current,26,89417.33956203892,96827.96340126917,Republican
FL,2018,current,27,74973.65429531668,89980.92056549704,Republican
GA,2016,current,1,1786.4351533641732,5599.779171355416,Republican
GA,2016,current,2,144176.055371951,105316.87037186183,Democrat
GA,2016,current,3,85154.02739037518,187518.3814434727,Republican
GA,2016,current,4,202297.11773723643,87699.6620376039,Democrat
GA,2016,current,5,165935.5614036405,85544.00258970712,Democrat
GA,2016,current,6,161753.84793334635,109009.87803076526,Democrat
GA,2016,current,7,115784.32633207945,129133.3752414556,Republican
GA,2016,current,8,83749.57523800107,166496.0380295944,Republican
GA,2016,current,9,2999.1001542868858,19950.142589428782,Republican
GA,2016,current,10,15891.751281304349,31729.239254401244,Republican
GA,2016,current,11,84757.16058643688,200830.10751003688,Republican
GA,2016,current,12,96251.46563827683,148356.49265187944,Republican
GA,2016,current,13,85067.57577970094,68030.0310784375,Democrat
GA,2016,current,14,0.0,0.0,Tie
GA,2018,current,1,105324.48799703472,143907.36598637683,Republican
GA,2018,current,2,127237.73758465143,93855.28020858965,Democrat
GA,2018,current,3,104172.26099902367,186848.6991123535,Republican
GA,2018,current,4,182315.49725876137,77857.24450859155,Democrat
GA,2018,current,5,122733.61489642588,56864.29684089394,Democrat
GA,2018,current,6,132894.58286417043,82270.72188178953,Democrat
GA,2018,current,7,150701.46954452468,130683.8263615554,Democrat
GA,2018,current,8,7347.541580623715,4101.492931702335,Democrat
GA,2018,current,9,59239.1064084714,227891.52695113717,Republican
GA,2018,current,10,112544.91004647633,182955.77615591857,Republican
GA,2018,current,11,118000.03542412828,183649.7663486833,Republican
GA,2018,current,12,101231.19266771362,148081.80461082538,Republican
GA,2018,current,13,161147.71213039488,93948.91779239316,Democrat
GA,2018,current,14,54172.85059759952,176122.28030918972,Republican
HI,2016,current,1,151800.95705548508,19878.973295683154,Democrat
HI,2016,current,2,164464.04294451492,65747.02670431686,Democrat
HI,2018,current,1,136643.18293416762,20116.88524330574,Democrat
HI,2018,current,2,151091.81706583235,67179.11475669427,Democrat
IA,2016,current,1,177403.0,206903.0,Republican
IA,2016,current,2,198571.0,170933.0,Democrat
IA,2016,current,3,155002.0,208598.0,Republican
IA,2016,current,4,142993.0,226719.0,Republican
IA,2018,current,1,169348.0,152940.0,Democrat
IA,2018,current,2,171054.0,133010.0,Democrat
IA,2018,current,3,169886.0,164656.0,Democrat
IA,2018,current,4,146698.0,157221.0,Republican
ID,2016,current,1,117027.2439367316,233234.39046829488,Republican
ID,2016,current,2,91964.75606326836,214309.60953170518,Republican
ID,2018,current,1,107735.73703662946,189230.2455477207,Republican
ID,2018,current,2,99577.26296337048,178210.75445227933,Republican
IL,2016,current,1,164503.15931305618,68362.91664312792,Democrat
IL,2016,current,2,164629.192566345,77545.52814581555,Democrat
IL,2016,current,3,121730.06703648549,81245.7141480992,Democrat
IL,2016,current,4,136272.71156097043,64098.03724934806,Democrat
IL,2016,current,5,143021.32387043483,78649.91621902306,Democrat
IL,2016,current,6,150682.88051130873,161885.86278916767,Republican
IL,2016,current,7,186718.41671792613,47907.66621856084,Democrat
IL,2016,current,8,178567.67967013226,92525.84475872244,Democrat
IL,2016,current,9,190068.08716426426,48225.68256716905,Democrat
IL,2016,current,10,164447.03878095216,119285.09110822664,Democrat
IL,2016,current,11,151197.4747865799,123480.55627627003,Democrat
IL,2016,current,12,121631.28275915897,170750.3173169678,Republican
IL,2016,current,13,111530.58245566112,175644.11235573457,Republican
IL,2016,current,14,133205.78632725822,165145.9908156556,Republican
IL,2016,current,15,14526.30329999902,22752.287856155835,Republican
IL,2016,current,16,20995.446658524714,19509.065948294683,Democrat
IL,2016,current,17,153466.18973904668,124612.77535640233,Democrat
IL,2016,current,18,106725.37678189631,221532.6342272587,Republican
IL,2018,current,1,148656.8612843912,46177.39966512969,Democrat
IL,2018,current,2,145871.2720094706,54192.35402278627,Democrat
IL,2018,current,3,110845.02864004497,53716.08986119807,Democrat
IL,2018,current,4,121460.32108851922,38027.025181977195,Democrat
IL,2018,current,5,128695.3104146136,48303.51073381273,Democrat
IL,2018,current,6,145305.19719926274,106468.6196388441,Democrat
IL,2018,current,7,166422.4661283931,28421.58447084948,Democrat
IL,2018,current,8,167508.67665436002,61836.299043996914,Democrat
IL,2018,current,9,169408.0335201686,28610.250069249636,Democrat
IL,2018,current,10,162154.48481854436,75435.43577586408,Democrat
IL,2018,current,11,154035.0503316561,95371.68442180617,Democrat
IL,2018,current,12,119179.05122999026,141102.85105900327,Republican
IL,2018,current,13,124938.86121733196,146003.38182781503,Republican
IL,2018,current,14,130549.49103963505,109930.30066750728,Democrat
IL,2018,current,15,74820.21752212604,172828.98276041626,Republican
IL,2018,current,16,99731.15289494388,141350.30322531087,Republican
IL,2018,current,17,139505.51986903982,106656.48263974806,Democrat
IL,2018,current,18,99981.00413750885,168756.44493468487,Republican
IN,2016,current,1,206219.93665431984,6465.441508944202,Democrat
IN,2016,current,2,103819.15450705642,159801.424110821,Republican
IN,2016,current,3,65831.64558707282,199445.82635703322,Republican
IN,2016,current,4,91724.614156217,196833.32087982103,Republican
IN,2016,current,5,118044.1097344188,203123.7131951101,Republican
IN,2016,current,6,79338.06994794423,205182.4138427408,Republican
IN,2016,current,7,164553.45442990467,109824.82957753452,Democrat
IN,2016,current,8,93546.49241796289,187798.2523182072,Republican
IN,2016,current,9,129823.52256510322,174513.77820978797,Republican
IN,2018,current,1,159710.46093521896,86993.29359936035,Democrat
IN,2018,current,2,103112.46298874998,125435.5453823069,Republican
IN,2018,current,3,86157.96295752548,156595.11363445455,Republican
IN,2018,current,4,86762.78356464164,156332.3866635433,Republican
IN,2018,current,5,122906.10649923026,166058.6774182871,Republican
IN,2018,current,6,79595.27032133829,154467.1783646352,Republican
IN,2018,current,7,153800.21606281307,87625.3438487822,Democrat
IN,2018,current,8,86968.1238684256,157449.1488968076,Republican
IN,2018,current,9,99428.61280205661,146041.3121918229,Republican
KS,2016,current,1,205.57475553680507,169918.33796090414,Republican
KS,2016,current,2,97116.6441884287,182511.56839479957,Republican
KS,2016,current,3,138834.8690413445,174830.36551808077,Republican
KS,2016,current,4,81477.91201468998,166979.72812621554,Republican
KS,2018,current,1,68919.008078857,149561.10401900398,Republican
KS,2018,current,2,121071.80630864413,126208.74230279485,Republican
KS,2018,current,3,163759.0891277295,134950.0807050864,Democrat
KS,2018,current,4,93384.09648476938,138843.07297311476,Republican
KY,2016,current,1,81659.93992055388,216807.10159188017,Republican
KY,2016,current,2,1809.5830244693109,4985.473760092427,Republican
KY,2016,current,3,210755.7470756039,127375.95647358842,Democrat
KY,2016,current,4,93650.61900016936,223711.30910410883,Republican
KY,2016,current,5,1353.2400784603124,2522.611594751647,Republican
KY,2016,current,6,127674.87090074323,199670.54747557855,Republican
KY,2018,current,1,78835.21312345643,172181.10377600038,Republican
KY,2018,current,2,80464.55261257752,171217.29276751465,Republican
KY,2018,current,3,172851.06893771412,106002.55277952185,Democrat
KY,2018,current,4,90022.22084792296,157560.88928538328,Republican
KY,2018,current,5,46290.65636291474,172554.93897067045,Republican
KY,2018,current,6,144606.2881154142,156048.22242090938,Republican
LA,2016,current,1,86186.98943936352,201253.60449300762,Republican
LA,2016,current,2,227924.81187080397,73961.55624800855,Democrat
LA,2016,current,3,56207.78024355927,258322.29696235407,Republican
LA,2016,current,4,78203.99891568162,200752.82911402738,Republican
LA,2016,current,5,6244.167466604028,253276.50329667842,Republican
LA,2016,current,6,109296.25206398756,211197.20988592398,Republican
LA,2018,current,1,78111.52946046463,157914.32435516885,Republican
LA,2018,current,2,172000.17452996358,56686.437539401835,Democrat
LA,2018,current,3,74747.80312420329,167911.54441934166,Republican
LA,2018,current,4,72970.08320191986,139161.01801842405,Republican
LA,2018,current,5,66934.73742247131,150631.84963322023,Republican
LA,2018,current,6,88419.67226097728,163409.82603444334,Republican
MA,2016,current,1,201768.10255788662,2281.5680693820705,Democrat
MA,2016,current,2,72394.82531545238,18414.66941444359,Democrat
MA,2016,current,3,74734.01888502385,29169.26488374448,Democrat
MA,2016,current,4,191030.00491880358,92387.74374097017,Democrat
MA,2016,current,5,86114.96331249432,32012.286331282037,Democrat
MA,2016,current,6,60733.454638255454,30662.532849588933,Democrat
MA,2016,current,7,87865.17305222045,19001.605285518875,Democrat
MA,2016,current,8,222563.7445732225,92120.83220741266,Democrat
MA,2016,current,9,223943.71274664067,135070.49721765722,Democrat
MA,2018,current,1,222857.7763379261,13005.938654206515,Democrat
MA,2018,current,2,197536.91612750277,77687.695806441,Democrat
MA,2018,current,3,184215.73098333387,79637.10774365594,Democrat
MA,2018,current,4,56672.50764851568,28354.16049546337,Democrat
MA,2018,current,5,172350.08547145486,65322.801183293406,Democrat
MA,2018,current,6,175270.81976806035,93677.90298500202,Democrat
MA,2018,current,7,57580.63411301939,18360.154804731144,Democrat
MA,2018,current,8,38105.72460887081,26742.050598645426,Democrat
MA,2018,current,9,131951.8049413161,91880.18772856123,Democrat
MD,2016,current,1,113445.45961190481,222034.5865786533,Republican
MD,2016,current,2,200003.77553933678,127265.49765546962,Democrat
MD,2016,current,3,200235.29514928962,112171.61297100586,Democrat
MD,2016,current,4,246769.7748068861,65144.37042132803,Democrat
MD,2016,current,5,232303.6386171783,100010.23500168824,Democrat
MD,2016,current,6,207514.11141710277,121725.58231739006,Democrat
MD,2016,current,7,240481.90731664642,74021.75386447224,Democrat
MD,2016,current,8,195446.03754165524,139714.36118999255,Democrat
MD,2018,current,1,112458.78468641813,161124.5097123031,Republican
MD,2018,current,2,171361.34416863456,94275.2446970332,Democrat
MD,2018,current,3,169257.7700196431,80798.07773778107,Democrat
MD,2018,current,4,201009.42435840372,46655.17207557206,Democrat
MD,2018,current,5,189487.35795570945,73680.59594495271,Democrat
MD,2018,current,6,166854.8698715515,90234.60769351546,Democrat
MD,2018,current,7,195611.49660140212,53052.078182289326,Democrat
MD,2018,current,8,164510.95233823752,99234.71395655302,Democrat
ME,2016,current,1,227551.1173776237,166819.158840889,Democrat
ME,2016,current,2,159075.8826223763,190627.841159111,Republican
ME,2018,current,1,198897.25242159213,111836.51335431433,Democrat
ME,2018,current,2,129511.74757840789,129343.48664568565,Democrat
MI,2016,current,1,144205.5715121953,198126.24039570786,Republican
MI,2016,current,2,117551.87524018578,215495.8393906859,Republican
MI,2016,current,3,122133.31665521163,201565.2759083801,Republican
MI,2016,current,4,102994.12744697781,185697.0052529599,Republican
MI,2016,current,5,191817.28961153835,119822.73324433573,Democrat
MI,2016,current,6,119732.68504064342,192897.00217233546,Republican
MI,2016,current,7,127293.50541884871,177280.21400577793,Republican
MI,2016,current,8,155475.01898570327,187072.63888180722,Republican
MI,2016,current,9,165526.53719338233,168957.96470614045,Republican
MI,2016,current,10,121473.80866335679,191094.72092283636,Republican
MI,2016,current,11,189619.21950095106,136123.59829979468,Democrat
MI,2016,current,12,190015.5810814135,97616.89915729572,Democrat
MI,2016,current,13,208404.67876450322,74041.39149534056,Democrat
MI,2016,current,14,237736.7848850885,97610.4761666023,Democrat
MI,2018,current,1,145352.16985782012,187245.8404160515,Republican
MI,2018,current,2,137827.6692172053,173285.5170343428,Republican
MI,2018,current,3,128370.56291381925,166053.66177300812,Republican
MI,2018,current,4,106169.5921914457,170024.1983277821,Republican
MI,2018,current,5,163448.17525851994,106466.01243203401,Democrat
MI,2018,current,6,133791.63149893715,147153.5923552838,Republican
MI,2018,current,7,127688.52527757475,151779.12806696442,Republican
MI,2018,current,8,175902.35308073956,146142.7286316114,Democrat
MI,2018,current,9,155545.0213183288,143233.65092750854,Democrat
MI,2018,current,10,111331.34690303041,162465.87688324155,Republican
MI,2018,current,11,191209.35698025,104752.22650576959,Democrat
MI,2018,current,12,180913.1421048388,71226.09199433944,Democrat
MI,2018,current,13,186819.3157663953,50197.79445460978,Democrat
MI,2018,current,14,230634.1376310947,73432.68019745301,Democrat
MN,2016,current,1,170861.43252722512,165539.37898204132,Democrat
MN,2016,current,2,166589.30463573214,176778.74380414616,Republican
MN,2016,current,3,202429.28618914232,165909.0913583536,Democrat
MN,2016,current,4,203812.02577477528,120934.69845721641,Democrat
MN,2016,current,5,216652.1107060152,144773.3399804144,Democrat
MN,2016,current,6,123539.30847338893,224203.76825762968,Republican
MN,2016,current,7,171176.41943898285,159954.74345007358,Democrat
MN,2016,current,8,179530.11225473814,176592.2357101247,Democrat
MN,2018,current,1,147562.238370206,145552.6135124066,Democrat
MN,2018,current,2,176755.81909738702,160901.46892947852,Democrat
MN,2018,current,3,226923.37516073775,129720.79031677883,Democrat
MN,2018,current,4,216876.5700889627,98491.6308298923,Democrat
MN,2018,current,5,241407.47925807707,112975.45178631111,Democrat
MN,2018,current,6,123491.36439035562,181911.2964202264,Republican
MN,2018,current,7,145074.53558398393,137382.8068022571,Democrat
MN,2018,current,8,142583.6180502898,158643.94140264895,Republican
MO,2016,current,1,229640.0403833579,107224.6813873744,Democrat
MO,2016,current,2,165464.85381217275,196449.49843510796,Republican
MO,2016,current,3,100071.82304437882,250427.61305766276,Republican
MO,2016,current,4,92470.16141181558,224754.55631565087,Republican
MO,2016,current,5,186534.16659449486,140300.2050434262,Democrat
MO,2016,current,6,104189.22418870742,222375.3318338592,Republican
MO,2016,current,7,92606.02020852841,228985.994239668,Republican
MO,2016,current,8,70329.71035654418,230006.11968725035,Republican
MO,2018,current,1,223705.86514479297,81089.03992589435,Democrat
MO,2018,current,2,168671.72014002863,153651.2566745027,Democrat
MO,2018,current,3,104793.29489918443,210896.48624872518,Republican
MO,2018,current,4,93764.91200011654,184700.6279688225,Republican
MO,2018,current,5,172154.09812502132,115016.3006971846,Democrat
MO,2018,current,6,99261.60546852404,185711.73985822822,Republican
MO,2018,current,7,88505.87823627482,196143.30098517006,Republican
MO,2018,current,8,65238.62598605721,191272.24764147215,Republican
MS,2016,current,1,84244.90332063776,206797.49246213725,Republican
MS,2016,current,2,188338.55459127002,94292.43925225352,Democrat
