PRECINCT	DEM	REP	TOTAL
13-05	1067	559	1679
17-06	574	857	1462
15-03	1020	2365	3458
12-08	1516	1631	3245
01-06	1192	834	2097
13-11	921	1618	2582
13-10	1645	2716	4474
19-04	1876	2780	4768
12-01	1110	2609	3794
09-03	655	1160	1842
09-02	1528	977	2569
09-01	732	943	1701
04-20	1216	1024	2331
01-49	1527	737	2392
04-21	846	425	1331
01-47	690	1129	1873
01-46	1983	376	2405
01-45	705	713	1459
01-44	1702	1139	2930
01-43	1094	682	1831
01-42	797	1571	2407
01-41	910	579	1587
01-40	3283	228	3547
17-01	1478	671	2203
07-12	1114	1014	2180
06-08	627.0	929.0	1626.0
05-07	2191.0	2605.0	5022.0
05-06	1516	2221	3820
05-05	2350	2266	4776
05-03	896	1487	2453
05-01	1477	1516	3111
05-08	756.0	821.0	1684.0
04-13	1529	1808	3415
04-12	1054	1213	2350
04-11	714	475	1249
04-10	955	1199	2235
04-17	774	746	1593
04-16	880	802	1772
04-15	928	906	1921
04-14	635	752	1443
01-50	1934	130	2098
01-51	470	516	1013
04-19	641	852	1542
04-18	972	1018	2058
01-09	565	343	947
15-01	1045	2103	3242
07-10	1958	1722	3816
14-02	927	2823	3843
02-06	629	1626	2276
02-04	576	1419	2047
02-05	296	602	920
02-02	1254	2827	4171
02-03	689	1710	2465
02-01	952	1659	2664
13-01	2570	777	3436
16-07	1309	1477	2851
16-06	705	412	1147
16-05	918	1120	2101
16-04	952	1090	2081
07-09	1288	1191	2573
16-02	2966	833	3884
16-01	701	1114	1858
07-05	732	747	1532
07-04	1861	1403	3376
07-07	1488	1904	3477
07-06	1109	1813	2978
07-01	723	626	1400
07-03	551	791	1372
07-02	586	647	1271
17-11	2044	916	3037
17-10	636	393	1060
04-08	936	750	1765
04-09	833	1258	2154
04-04	702	567	1327
04-05	1195	1189	2488
04-06	1058	1321	2450
04-07	816	1629	2486
19-11	744	1230	2042
04-01	903	822	1773
04-02	1034	978	2078
04-03	874	670	1593
06-10	432.0	1082.0	1599.0
01-29	784	1178	1993
01-28	2598	597	3269
17-05	1960	1030	3071
01-25	285	22	309
16-03	689	543	1272
01-27	1035	335	1429
01-26	1900	139	2075
01-21	1801	944	2848
01-20	1571	210	1817
01-23	2529	1909	4725
01-22	2616	147	2796
03-00	741	1229	2026
17-07	2265	560	2890
11-02	1437	1533	3034
11-01	1665	1465	3252
18-04	1167	1904	3141
17-02	322	387	729
17-03	2959	2023	5093
14-01	176	370	563
07-13	796	767	1621
08-11	1342	1602	3013
08-10	977	1054	2093
18-08	1375	1637	3117
17-08	3078	2333	5553
17-09	2267	303	2613
19-09	980	1902	2937
18-01	2160	1392	3725
19-07	813	801	1669
18-03	696	1131	1861
18-02	1107	2503	3699
18-05	1403	2535	4027
19-03	784	1400	2277
18-07	815	1748	2631
18-06	1566	1231	2929
20-06a	1140.0	1519.0	2791.0
06-07	1069	1461	2603
06-04	912	938	1920
20-06b	971.0	1938.0	3037.0
01-36	511	956	1500
06-06	1391	1995	3489
01-34	1720	71	1832
01-35	1864	75	1954
01-32	1153	687	1928
01-33	706	583	1316
01-30	451	645	1125
01-31	1917	714	2819
10-01	302	683	1000
10-03	1018	1011	2066
10-02	1318	1308	2691
01-38	1136	711	1897
06-05	742	1858	2659
08-08	1278	2089	3462
08-09	861	778	1700
01-37	732	820	1593
08-02	1374	1748	3189
08-03	1497	1859	3476
08-04	502	936	1481
08-05	710	1047	1813
08-06	1214	643	1939
08-07	716	1431	2203
06-09	698.0	1524.0	2319.0
15-02	1504	2524	4129
20-10	1082	1469	2630
20-13	2229.0	2806.0	5241.0
20-12	765	1254	2081
20-14	1263.0	2048.0	3449.0
15-04	611	1108	1761
19-14	648.0	1584.0	2299.0
01-03	684	1010	1728
01-02	921	691	1680
01-01	956	482	1526
01-07	1023	470	1546
19-17	1945	1426	3478
01-05	392	550	955
01-04	442	559	1031
19-16	974	1212	2233
07-11	432	517	967
19-10	1596	3227	4945
19-13	725.0	1215.0	2008.0
19-12	1222	2190	3486
10-04	2591	2143	4831
01-14	1926	717	2734
01-15	624	750	1412
01-16	1094	821	1968
01-17	367	550	934
01-10	591	656	1273
01-11	533	1374	1918
01-12	677	625	1329
01-13	866	322	1227
01-18	1212	1036	2308
01-19	1514	74	1599
20-03	899	1386	2377
12-09	895	1598	2554
20-01	1156	1080	2315
20-04	1183	1429	2683
20-05	1058	1833	2972
12-02	1244	1641	3001
20-08	1377	2040	3543
20-09	817	1282	2159
12-07	660	1254	1978
12-06	839	1460	2377
12-05	1644	3322	5103
12-04	792	1926	2787
16-09	1281	1077	2440
19-05	661	1761	2464
16-08	4409	1021	5510
17-04	2146	1715	3966
01-48	1129	620	1840
19-15	612.0	1386.0	2048.0
01-39	1318	823	2235
13-02	638	1000	1674
20-11	1019	1724	2844
13-06	1083	1300	2440
13-07	956	616	1617
13-08	1406	435	1894
13-09	2173	947	3188
