PRECINCT	DEM	REP	TOTAL
24	71	454	534
30	506	672	1209
15	894	548	1493
21	462	595	1103
78	1694	1495	3255
18	674	971	1658
pit113	2614	2058	4807
45	329	383	727
42	416	755	1206
3	342	824	1193
75	1061	1578	2690
nwm117	2153	1868	4099
6	125	463	592
9	335	674	1029
20	563	775	1366
85	842	945	1815
mch110	2309	1219	3648
esc114	1530	1240	2800
