PRECINCT	DEM	REP	TOTAL
091	404	1062	1508
092	284	986	1300
133	1042	2843	3983
011	1055	2154	3278
012	398	1445	1887
013	944	1773	2787
014	372	1138	1546
015	359	973	1359
405	1844	62	1938
404	1267	193	1484
403	1166	62	1240
402	1100	29	1140
401	1180	102	1293
122	1753	1750	3585
123	795	1153	1987
021	510	1963	2532
132	830	1758	2645
131	779	1528	2367
708	1283	1445	2798
709	908	931	1879
704	685	591	1322
705	853	585	1470
706	499	414	939
707	476	508	1008
701	383	669	1071
702	655	529	1226
703	451	403	892
111	286	956	1273
112	700	1342	2083
032	544	1232	1818
033	898	744	1685
031	568	864	1464
034	468	988	1475
301	728	16	747
302	768	47	822
303	585	15	610
304	1591	69	1674
305	1054	44	1113
306	956	150	1121
101	779	881	1700
043	789	1011	1831
042	921	1109	2082
902	756	301	1096
903	1158	1026	2245
901	601	722	1356
906	986	1247	2275
907	678	716	1434
904	1156	431	1624
905	827	577	1437
908	733	1446	2214
909	459	531	1017
601	808	378	1247
607	864	846	1744
606	685	463	1185
054	573	1459	2062
055	632	1683	2352
051	535	1413	1997
052	256	666	954
053	365	1178	1575
602	1583	1272	2925
506	579	479	1084
507	1970	1407	3455
504	788	137	944
505	923	253	1200
502	1010	61	1079
503	803	172	1007
501	1375	119	1521
061	525	932	1490
063	745	2026	2830
062	447	1005	1479
065	741	1997	2783
064	276	549	844
067	463	801	1291
066	415	1125	1585
068	482	1330	1862
605	1593	904	2548
604	700	291	1018
074	788	1338	2175
075	120	377	504
072	1122	2670	3879
073	506	1710	2259
603	958	381	1399
071	735	1908	2702
201	2284	526	2852
203	1160	31	1202
205	572	18	601
204	989	98	1109
207	1176	315	1502
206	1096	148	1253
083	1059	542	1631
082	1607	1383	3052
081	1226	940	2218
809	694	1419	2142
808	1265	899	2241
803	337	1089	1437
802	388	863	1258
801	441	565	1024
807	534	925	1494
806	459	970	1462
805	607	1261	1894
804	349	663	1031
