PRECINCT	DEM	REP	TOTAL
09	158	1183	1365
42	1153	39	1204
14a	629.0	2351.0	3022.0
02	348	501	858
03	193	1430	1660
26	163	1023	1215
01	129	1047	1203
07	436	834	1294
04	317	2255	2611
23	132	858	1012
08	542	1679	2262
45	424	485	923
28	752	720	1495
29	187	652	847
40	807	1014	1853
41	827	961	1811
24	144	736	886
25	288	1959	2300
05a	530.0	2145.0	2721.0
27	219	661	893
19a	480.0	2170.0	2688.0
13	157	1104	1285
21	521	1269	1827
11	548	1376	1958
10	254	1503	1794
39	507	796	1320
38	1239	704	1965
15	395	1692	2126
22	72	485	568
17	407	967	1400
16	342	772	1129
33	113	1067	1193
18	655	55	713
31	195	823	1034
30	403	913	1342
36	1089	681	1803
35	466	323	814
34	813	893	1735
32	303	788	1105
12	506	678	1201
44	223	1355	1601
