PRECINCT	DEM	REP	TOTAL
02	952	256	1234
03	398	636	1053
26	1142	285	1456
01	340	166	517
06	487	91	587
07	373	115	497
22	1269	548	1885
05	1174	535	1723
23	1109	668	1819
08	368	599	993
09	435	323	776
28	321	208	545
29	845	229	1084
40	233	121	358
41	746	1019	1794
14	466	283	765
24	336	198	544
11a	164.0	199.0	371.0
25	547	286	841
13	584	503	1101
27	345	285	643
20	407	301	724
21	740	609	1380
11	1275	2288	3594
10	378	269	662
39	577	211	802
18a	468	672	1157
15	741	78	832
04	611	413	1043
17	275	71	363
38	150	112	265
19	1532	321	1884
32	558	557	1141
31	921	765	1704
30	701	412	1134
37	104	256	368
36	462	232	707
35	564	431	1026
34	372	257	645
33	178	97	290
16	1070	20	1100
12	920	387	1329
