PRECINCT	DEM	REP	TOTAL
dm	1394	430	1888
ch	772	185	994
co	1511	385	1967
eh	1333	336	1711
cc	1013	594	1697
cb	1035	204	1292
ca	380	392	793
ef	663	788	1488
cg	532	578	1149
cf	1146	560	1748
cx	1603	1665	3360
gb	1338	973	2423
cp	1067	1161	2281
cw	694	1327	2062
es	942	260	1233
gr	1080	453	1600
gl	1095	603	1751
lc	1564	239	1868
nc	1467	434	1937
eno	816	1005	1892
to	513	539	1080
rf	1134	447	1630
pa	2171	1204	3454
th	1352	107	1513
ns	1180	329	1577
wd	1921	522	2512
wc	789	509	1337
bc	1091	405	1546
ea	806	370	1229
da	1524	543	2131
ww	769	255	1069
bp	556	173	755
li	906	507	1477
wh	1353	489	1893
hf	1814	756	2657
mf	1455	570	2112
og	1436	1057	2582
h	602	169	791
km	1105	486	1632
sj	1708	530	2274
sm	887	1179	2118
ow	1460	234	1763
cs1	707	540	1289
