PRECINCT	DEM	REP	TOTAL
30	963	271	1244
02	612	1517	2160
03	386	1628	2042
26	978	662	1673
01	563	1148	1734
06	737	1097	1858
07	966	1952	2943
04	629	2089	2758
05	612	1872	2521
08	410	1411	1851
09	405	1332	1766
28	824	1232	2096
29	918	480	1431
14	452	1679	2150
24	278	1526	1827
25	464	1032	1518
27	926	306	1246
20	1129	108	1249
21	848	431	1291
11	874	750	1642
10	966	300	1281
13	961	497	1471
12	1095	1036	2167
15	528	1326	1882
22	596	657	1270
17	842	50	903
16	670	968	1668
19	1010	80	1099
18	922	177	1119
23	509	606	1132
