PRECINCT	DEM	REP	TOTAL
30	1166	212	1406
28	375	1209	1605
58	406	1395	1852
60	853	1882	2801
82	339	1374	1750
62	639	291	954
36	419	369	811
64	869	233	1121
66	386	632	1049
68	543	785	1355
34	524	522	1063
84	590	2497	3152
24	205	600	822
26	155	419	584
06	327	1306	1682
04	677	3008	3756
46	350	1389	1770
80a	450.0	2657.0	3174.0
42	157	1330	1511
40	596	775	1394
18	165	1029	1218
14	156	975	1152
86a	668.0	1528.0	2250.0
44	732	2153	2936
76	365	1801	2199
12	123	449	585
72	250	1498	1779
70	270	1322	1641
20	309	1427	1763
32	399	334	754
78	410	1634	2097
10	423	1142	1611
38	617	150	781
22	126	452	595
16	301	1782	2130
54	124	947	1088
56	125	639	780
50	353	1757	2152
52	580	2157	2798
74	445	2123	2620
88	314.0	1349.0	1695.0
48	328	1312	1676
08	193	530	746
