PRECINCT	DEM	REP	TOTAL
ac	538	691	1261
be56	496	574	1101
ef	234	494	747
ce	56	201	266
ih	822	1300	2183
cr	408	567	989
id	256	318	593
be-3	447	729	1199
lj	588	626	1236
pc	233	503	756
jc	763	1045	1872
we	458	536	1028
wc	202	179	402
bc	7	13	21
wo	85	92	179
cl-n	521	772	1325
ww	426	555	1015
cl-s	566	841	1456
be-1	311	492	814
be-2	278	370	673
ha	267	258	546
be-4	309	647	990
be-7	227	512	765
fc-2	47	74	122
fc-1	171	276	461
p	509	1174	1712
ws-1	601	785	1409
sa	528	771	1339
ws-2	553	621	1205
