PRECINCT	DEM	REP	TOTAL
sw	145	559	720
ph2	183	632	827
ph1	62	364	436
n	744	1411	2186
k3	658	234	903
k2	690	32	735
k1	633	14	653
k7	1226	214	1458
k6	1306	185	1498
k5	708	330	1044
k4	751	1219	1992
k9	873	586	1471
k8	833	13	852
fc	751	2212	3002
c	768	841	1628
i	332	793	1137
t2	109	508	628
mh	1474	1325	2814
t1	174	760	949
sh	105	392	509
w	134	662	804
v	838	734	1584
