PRECINCT	DEM	REP	TOTAL
04.1	2254	1142	3497
66.1	595	536	1171
19.1	349	293	668
33.2	464	460	950
33.3	716	671	1450
30.3	188.0	297.0	497.0
30.2	138.0	244.0	399.0
35.1	736	515	1275
34.1	462	398	893
02.1	3856	1914	5947
38.3	750	1423	2233
38.2	338	834	1202
12.1	1078	219	1360
15.1	1138	352	1560
68.1	1062	1722	2883
42.1	258.0	297.0	589.0
37.1	417	516	970
51.2	195.0	276.0	484.0
36.1	625	661	1336
39.3	166.0	269.0	457.0
55.1	883	1281	2227
10.1	1065	65	1161
06.1	2601	1228	4003
07.1	2467	2632	5221
67.1	849	882	1792
39.2	137.0	218.0	379.0
11.1	757	86	880
40.2	241.0	480.0	742.0
17.1	868	335	1255
08.2	326.0	177.0	529.0
08.3	345.0	164.0	536.0
44.1	1221	1701	3018
47.1	907	1725	2719
23.3	123.0	156.0	289.0
13.1	1245	248	1569
09.1	1326	603	2018
16.2	398.0	137.0	582.0
03.1	3222	1370	4757
71.1	1224	1382	2672
46.1	415	520	974
70.1	903	629	1628
20.1	520	186	734
69.1	743	1174	1990
45.1	980	1448	2526
31.1	318	682	1021
41.1	644	1212	1903
27.2	87.0	80.0	177.0
01.1	3569	3066	6842
52.1	824	1521	2431
28.1	1337	369	1848
05.1	2427	1546	4121
53.1	694	1246	1985
21.1	336.0	265.0	631.0
29.2	252.0	311.0	587.0
25.1	931	624	1615
59.1	1152	1338	2552
63.1	155	197	367
18.2	337.0	512.0	886.0
58.1	531	722	1284
14.3	174.0	104.0	291.0
14.2	1071	341	1484
50.1	387	598	1010
24.1	774	790	1616
62.1	819	832	1695
61.1	782	972	1804
64.1	538	719	1310
43.2	204.0	198.0	426.0
48.1	826	1440	2329
65.1	1108	1006	2210
23.2	56.0	36.0	96.0
49.1	901	1592	2572
57.1	770	1210	2029
60.4	109.0	225.0	355.0
22.2	228.0	212.0	460.0
26.1	736	348	1146
54.2	287.0	347.0	666.0
56.2	218.0	271.0	504.0
32.1	548	686	1285
60.2	420	343	792
