PRECINCT	DEM	REP	TOTAL
g2e-2	1602.0	289.0	1934.0
ah49	1437	623	2116
g2e-1	1087.0	266.0	1384.0
cl57-1	1408.0	542.0	1998.0
cl57-2	1362.0	450.0	1852.0
cc12	250	1003	1269
lr63	1819	604	2486
cc13	1616	86	1722
cc34	516	898	1442
g10a	1115.0	1701.0	2872.0
g10b	808.0	811.0	1651.0
g10c	627.0	1247.0	1910.0
g5b-1	1701.0	231.0	1966.0
g5b-2	1253.0	328.0	1615.0
g2c-1	849.0	706.0	1619.0
cu02	664	632	1349
g3a-1	1474.0	680.0	2209.0
cc10	451	329	804
g2c-2	826.0	863.0	1731.0
g5a-1	1234.0	512.0	1781.0
g5c	1037.0	530.0	1603.0
cc19	661	18	689
li65	723	1362	2141
g7a	272.0	642.0	929.0
g9a	792.0	975.0	1811.0
g7b	216.0	611.0	839.0
g1b	1092.0	1590.0	2720.0
g1a	1042.0	427.0	1493.0
g5a-2	829.0	650.0	1501.0
cc21	1591	632	2274
g3c	379.0	504.0	892.0
g3b	393.0	290.0	696.0
cc24	416	375	814
cc25	634	499	1172
cc26	1592	540	2180
cc27	1718	507	2284
cc06	339	465	824
cc07	266	504	788
cc04	332	401	763
cc05	1225	167	1420
al51	932	1839	2809
cc01	1294	180	1508
g8d	807.0	1052.0	1926.0
cc14	675	1264	1972
g8a	1257.0	799.0	2107.0
g8b	599.0	690.0	1336.0
g8c	934.0	563.0	1525.0
eo61-2	536	794	1355
g9b-1	1117.0	1182.0	2359.0
g9b-2	1039.0	1149.0	2229.0
eo61-1	636	1310	1972
g11b	920.0	712.0	1698.0
sh77	612	926	1576
cc31	734	538	1320
cc29	982	459	1480
cc18	358	809	1181
g3a-2	808.0	590.0	1431.0
cc08	302	710	1026
g4a	552.0	492.0	1070.0
g4b	562.0	672.0	1262.0
g4c	737.0	330.0	1092.0
g6b	273.0	582.0	867.0
g6c	610.0	786.0	1421.0
g6a	725.0	1831.0	2617.0
cc03	465	160	639
cc33	961	614	1621
cc32	700	155	871
g2d	1194.0	1286.0	2534.0
g2b	1688.0	1054.0	2801.0
g2a	1746.0	1012.0	2803.0
g11a-2	1157.0	351.0	1546.0
g11a-1	1239.0	368.0	1642.0
mr02	1092	604	1740
cc15	652	1137	1828
mb62	1200	350	1578
cc17	1555	208	1798
cc16	1504	65	1583
