state_id,fips,name,county_dem_result,county_rep_result
MI,26015,Barry,8730,16803
MI,26025,Calhoun,20857,26630
MI,26067,Ionia,7805,14517
MI,26081,Kent,127978,142266
NY,36061,Manhattan,479682,51752
NM,35057,Torrance,1940,3132
NM,35061,Valencia,12724,11389
IA,19009,Audubon,1234,1378
IA,19015,Boone,6353,5350
IA,19021,Buena Vista,3178,3228
IA,19023,Butler,2199,3675
IA,19025,Calhoun,1842,2318
IA,19027,Carroll,4075,4652
IA,19033,Cerro Gordo,10688,7620
IA,19035,Cherokee,2359,2702
IA,19037,Chickasaw,2345,2671
IA,19041,Clay,3125,3555
IA,19047,Crawford,2248,3025
IA,19059,Dickinson,3931,4676
IA,19063,Emmet,1743,1879
IA,19067,Floyd,3205,2841
IA,19069,Franklin,1717,2229
IA,19073,Greene,1945,1999
IA,19075,Grundy,1996,3540
IA,19079,Hamilton,2942,3215
IA,19081,Hancock,1843,2765
IA,19083,Hardin,3027,3917
IA,19085,Harrison,2237,3559
IA,19091,Humboldt,1465,2481
IA,19093,Ida,1117,1757
IA,19109,Kossuth,3171,3942
IA,19119,Lyon,1355,3716
IA,19133,Monona,1671,2055
IA,19141,O'Brien,1916,3795
IA,19143,Osceola,709,1663
IA,19147,Palo Alto,1701,1925
IA,19149,Plymouth,4084,6503
IA,19151,Pocahontas,1201,1831
IA,19161,Sac,1686,2549
IA,19165,Shelby,1817,3070
IA,19167,Sioux,3682,10824
IA,19169,Story,27569,13474
IA,19187,Webster,6918,6706
IA,19189,Winnebago,2181,2233
IA,19193,Woodbury,18686,15708
IA,19197,Wright,2085,2650
IN,18007,Benton,795,2128
IN,18011,Boone,9535,17768
IN,18015,Carroll,1942,4944
IN,18017,Cass,3733,7590
IN,18023,Clinton,2584,6535
IN,18045,Fountain,1439,4385
IN,18063,Hendricks,22560,39598
IN,18067,Howard,10426,18056
IN,18073,Jasper,3069,7423
IN,18107,Montgomery,3287,9145
IN,18109,Morgan,6634,18358
IN,18111,Newton,1349,3205
IN,18133,Putnam,3384,8473
IN,18157,Tippecanoe,25378,25571
IN,18171,Warren,887,2367
IN,18181,White,2497,5926
KS,20091,Johnson,140133,124285
KS,20121,Miami,4292,8194
KS,20209,Wyandotte,28731,12105
CA,06053,Monterey,90402,0
CA,06069,San Benito,13974,0
CA,06085,Santa Clara,449215,154033
CA,06087,Santa Cruz,96453,7274
NC,37001,Alamance,24952,31476
NC,37033,Caswell,3729,4559
NC,37037,Chatham,20444,15526
NC,37081,Guilford,119184,78529
NC,37105,Lee,8812,10715
NC,37145,Person,6138,8458
NC,37151,Randolph,9887,36981
NC,37157,Rockingham,11287,21038
VA,51059,Fairfax,328815,145996
VA,51600,Fairfax City,7089,3229
VA,51153,Prince William,102595,59998
MD,24003,Anne Arundel,121930,97087
MD,24005,Baltimore,200174,112337
MD,24510,Baltimore City,161419,16704
MD,24027,Howard,96925,41455
MD,24031,Montgomery,316811,81565
NY,36001,Albany,80833,32326
NY,36057,Montgomery,7572,7442
NY,36083,Rensselaer,33547,25368
NY,36091,Saratoga,50321,43697
NY,36093,Schenectady,34588,19145
MN,27037,Dakota,113784,91633
MN,27049,Goodhue,10452,12505
MN,27131,Rice,15418,12826
MN,27139,Scott,29874,35770
MN,27157,Wabasha,4186,5730
MN,27163,Washington,67656,58251
NJ,34023,Middlesex,162135,87294
NJ,34035,Somerset,77448,56160
NJ,34039,Union,120892,52862
OH,39007,Ashtabula,13427,18730
OH,39035,Cuyahoga,329224,148114
OH,39055,Geauga,15596,26895
OH,39085,Lake,40167,54019
OH,39133,Portage,30182,29812
OH,39153,Summit,121463,88610
OH,39155,Trumbull,41670,33573
CA,06013,Contra Costa,289768,105780
MD,24011,Caroline,3874,7385
MD,24013,Carroll,24485,47320
MD,24015,Cecil,12941,21123
MD,24019,Dorchester,5331,6997
MD,24025,Harford,45511,61714
MD,24029,Kent,4681,3855
MD,24035,Queen Anne's,8290,14124
MD,24039,Somerset,3022,4424
MD,24041,Talbot,9357,8645
MD,24045,Wicomico,15654,17433
MD,24047,Worcester,9196,14357
NY,36007,Broome,41094,32038
NY,36021,Columbia,16741,12125
NY,36025,Delaware,7338,9332
NY,36027,Dutchess,61342,48710
NY,36039,Greene,8066,10834
NY,36077,Otsego,10686,10577
NY,36095,Schoharie,4605,7241
NY,36105,Sullivan,12068,12269
NY,36111,Ulster,48072,29020
GA,13001,Appling,1316,5345
GA,13031,Bulloch,8473,14952
GA,13033,Burke,4114,4492
GA,13043,Candler,954,2543
GA,13069,Coffee,3469,8841
GA,13073,Columbia,18942,42099
GA,13103,Effingham,5065,18080
GA,13107,Emanuel,2165,5406
GA,13109,Evans,1012,2371
GA,13161,Jeff Davis,787,3896
GA,13165,Jenkins,967,1884
GA,13175,Laurens,6119,12424
GA,13209,Montgomery,793,2654
GA,13245,Richmond,45717,23708
GA,13251,Screven,2121,3216
GA,13267,Tattnall,1501,5028
