maptype,stateID,state,district,district_dem_result,district_rep_result,district_winner
current,1,AL,1,88237.09549330513,151120.6259852965,R
current,1,AL,2,79705.70446284534,139967.8664104803,R
current,1,AL,3,81398.05957333893,145626.90382621388,R
current,1,AL,4,43980.222016903186,176092.7943446047,R
current,1,AL,5,101393.0,158981.69589524396,R
current,1,AL,6,52105.49665111057,183469.91151671976,R
current,1,AL,7,90171.65370073219,48050.26263924486,D
current,2,AK,At Large,0,149779,R
current,4,AZ,1,128514.60045596218,124212.69998592696,D
current,4,AZ,2,196539.1312255202,138140.01364530134,D
current,4,AZ,3,75693.04763973957,40749.43268382989,D
current,4,AZ,4,98163.26898645183,191704.65982505796,R
current,4,AZ,5,163621.70307883323,173562.7730634725,R
current,4,AZ,6,141265.78138436968,177223.3220554867,R
current,4,AZ,7,78450.85784699026,8717.843669049493,D
current,4,AZ,8,113365.60950578797,209770.04329702165,R
current,4,AZ,9,191110.99987634527,75170.21177485347,D
current,5,AR,1,54904.464924201064,139020.85001617475,R
current,5,AR,2,114642.27908417703,132125.0,R
current,5,AR,3,76971.93891766283,146201.66063453883,R
current,5,AR,4,61935.43507801022,138991.48934928642,R
current,6,CA,1,114558.10257564367,165155.28490144678,R
current,6,CA,2,193264.7534104592,62427.324440633485,D
current,6,CA,3,132382.4146962121,87397.35805726523,D
current,6,CA,4,159164.91873347864,197599.17803548533,R
current,6,CA,5,279277.600159977,34736.295586658496,D
current,6,CA,6,191994.25790463237,24465.658643576826,D
current,6,CA,7,159168.32043727217,105427.15898816737,D
current,6,CA,8,28847.79624884596,219699.35523321357,R
current,6,CA,9,114061.14237565263,82650.37208377909,D
current,6,CA,10,97952.73698855823,98690.20410181092,R
current,6,CA,11,180305.4245629128,84088.74663881426,D
current,6,CA,12,255951.46009247407,45205.65491289471,D
current,6,CA,13,178247.6239292702,33732.51667397468,D
current,6,CA,14,263241.7884700577,39526.61156581983,D
current,6,CA,15,230670.15076190155,38067.99273942562,D
current,6,CA,16,108084.81779142977,42406.66870811875,D
current,6,CA,17,307239.7382345847,2737.530778817464,D
current,6,CA,18,117478.42395751225,128514.92431925483,R
current,6,CA,19,138240.70493708926,50429.77875240086,D
current,6,CA,20,189740.55630663468,56026.595762093944,D
current,6,CA,21,41404.168768296935,37043.47469012414,D
current,6,CA,22,99270.34295222815,122274.98973801351,R
current,6,CA,23,71325.0332751536,142094.6473804327,R
current,6,CA,24,164401.21112625685,118489.47925085374,D
current,6,CA,25,95148.79609315205,71851.27908667075,D
current,6,CA,26,147505.64026946636,107816.32621573983,D
current,6,CA,27,439269.8748110164,56264.02636269728,D
current,6,CA,28,167414.71474937515,76757.55508954055,D
current,6,CA,29,70035.94638321166,8845.797706706917,D
current,6,CA,30,135430.36926322491,103280.75659344812,D
current,6,CA,31,94912.86470128148,54262.941928072134,D
current,6,CA,32,160998.5839309814,30146.44757016867,D
current,6,CA,33,163709.21070399747,160688.80238375434,D
current,6,CA,34,219052.15858750447,1561.9020094333132,D
current,6,CA,35,65993.39737929932,9656.845265198379,D
current,6,CA,36,33040.49825235399,181511.73418150452,R
current,6,CA,37,123623.26023302818,24021.552738646216,D
current,6,CA,38,147534.28389018288,35168.596150578946,D
current,6,CA,39,285564.6502383874,56950.15519762498,D
current,6,CA,40,16644.118595034728,3552.6735245123773,D
current,6,CA,41,105690.70637937551,19938.079825572535,D
current,6,CA,42,184951.26940167783,81004.46815834282,D
current,6,CA,43,149742.7844653011,8254.450083629912,D
current,6,CA,44,56776.93658159973,10791.56352445131,D
current,6,CA,45,154313.65573139282,139955.79920196845,D
current,6,CA,46,81179.77024954796,10597.750110669693,D
current,6,CA,47,196778.0334041057,47263.9241322634,D
current,6,CA,48,140289.04526300562,196537.40245733535,R
current,6,CA,49,76984.4703939682,175132.81642469869,R
current,6,CA,50,57811.20726489804,155013.84399151657,R
current,6,CA,51,125257.8608993478,28597.02970483313,D
current,6,CA,52,291478.4285707257,106460.70261466797,D
current,6,CA,53,203357.44231204945,55650.96481524586,D
current,8,CO,1,265124.6891199621,84840.62183650889,D
current,8,CO,2,256906.74065903213,150715.25501305697,D
current,8,CO,3,128015.3882657399,172880.98781530536,R
current,8,CO,4,125713.76474592702,220886.5763391366,R
current,8,CO,5,124104.42121598937,185203.55925317743,R
current,8,CO,6,197221.0810556081,138493.3098760491,D
current,8,CO,7,225774.01996150977,126751.68986676555,D
current,9,CT,1,202095.20462486424,94078.9843875253,D
current,9,CT,2,139645.98653516034,108942.23964097016,D
current,9,CT,3,213935.24347716838,98770.34472699258,D
current,9,CT,4,169535.76187256482,106366.41414534926,D
current,9,CT,5,124128.80349024221,112363.01709916278,D
