statefp,state,maptype,countyFP,county,district,percentage
01,AL,Compact,001,Autauga County,07,1.0000000000000016
01,AL,Compact,003,Baldwin County,01,0.8292375836920286
01,AL,Compact,005,Barbour County,02,0.9998240265032347
01,AL,Compact,007,Bibb County,07,0.9999798367931244
01,AL,Compact,009,Blount County,04,0.9999124839082849
01,AL,Compact,011,Bullock County,02,0.9999884877124866
01,AL,Compact,013,Butler County,07,0.9999803377339451
01,AL,Compact,015,Calhoun County,03,1.0000000000000002
01,AL,Compact,017,Chambers County,02,0.9998178805952139
01,AL,Compact,019,Cherokee County,03,0.999804839941164
01,AL,Compact,021,Chilton County,07,0.9999736186447973
01,AL,Compact,023,Choctaw County,07,0.999904570158674
01,AL,Compact,025,Clarke County,07,0.9999926374377914
01,AL,Compact,027,Clay County,02,0.2556199439311227
01,AL,Compact,027,Clay County,03,0.7443808481208644
01,AL,Compact,029,Cleburne County,03,0.9998357622538272
01,AL,Compact,031,Coffee County,02,0.9999933195289702
01,AL,Compact,033,Colbert County,04,0.9999434309389158
01,AL,Compact,035,Conecuh County,01,0.7939047551012762
01,AL,Compact,035,Conecuh County,07,0.20609524489878298
01,AL,Compact,037,Coosa County,02,0.9999710417604637
01,AL,Compact,039,Covington County,01,0.9998606389380112
01,AL,Compact,041,Crenshaw County,07,0.999851522015338
01,AL,Compact,043,Cullman County,04,0.99996563026259
01,AL,Compact,045,Dale County,02,0.9999999999999986
01,AL,Compact,047,Dallas County,07,0.9999999999999994
01,AL,Compact,049,DeKalb County,03,0.9999329921282816
01,AL,Compact,051,Elmore County,02,0.7422331986602956
01,AL,Compact,051,Elmore County,07,0.25776680133968655
01,AL,Compact,053,Escambia County,01,0.9996337336853771
01,AL,Compact,055,Etowah County,03,0.9999492031508482
01,AL,Compact,057,Fayette County,04,0.9999999999999988
01,AL,Compact,059,Franklin County,04,0.9999032299605899
01,AL,Compact,061,Geneva County,02,0.9996784863648593
01,AL,Compact,063,Greene County,07,0.9999635323919711
01,AL,Compact,065,Hale County,07,0.9999999999999987
01,AL,Compact,067,Henry County,02,0.9996669846039651
01,AL,Compact,069,Houston County,02,0.9995196783559894
01,AL,Compact,071,Jackson County,05,0.999881846493321
01,AL,Compact,073,Jefferson County,06,0.9999310011570631
01,AL,Compact,075,Lamar County,04,0.9999144729229571
01,AL,Compact,077,Lauderdale County,04,0.9996932736926265
01,AL,Compact,079,Lawrence County,04,0.9999729720060556
01,AL,Compact,081,Lee County,02,0.9996303343738989
01,AL,Compact,083,Limestone County,05,0.9998694251803941
01,AL,Compact,085,Lowndes County,07,0.9999999999999986
01,AL,Compact,087,Macon County,02,0.9999760192337255
01,AL,Compact,089,Madison County,05,0.9998991762670262
01,AL,Compact,091,Marengo County,07,1.0000000000000009
01,AL,Compact,093,Marion County,04,0.9999434932498661
01,AL,Compact,095,Marshall County,05,0.9998840178705822
01,AL,Compact,097,Mobile County,01,0.772384685391346
01,AL,Compact,099,Monroe County,07,0.9999616387499196
01,AL,Compact,101,Montgomery County,07,0.9999333975669049
01,AL,Compact,103,Morgan County,05,0.9999214925140262
01,AL,Compact,105,Perry County,07,0.9999999999999979
01,AL,Compact,107,Pickens County,04,0.9997924573004693
01,AL,Compact,109,Pike County,02,0.9999482744734689
01,AL,Compact,111,Randolph County,02,0.9996639299146911
01,AL,Compact,113,Russell County,02,0.9995720012022229
01,AL,Compact,117,Shelby County,03,0.9740990748208561
01,AL,Compact,117,Shelby County,06,0.025875383932005613
01,AL,Compact,115,St. Clair County,03,0.9999555022946747
01,AL,Compact,119,Sumter County,07,0.9999153868230207
01,AL,Compact,121,Talladega County,03,0.9999838977680883
01,AL,Compact,123,Tallapoosa County,02,1.0000000000000007
01,AL,Compact,125,Tuscaloosa County,04,0.7799013742444189
01,AL,Compact,125,Tuscaloosa County,07,0.2200834589150233
01,AL,Compact,127,Walker County,04,0.9999831933133592
01,AL,Compact,129,Washington County,07,0.9998656592114294
01,AL,Compact,131,Wilcox County,07,0.9999999999999997
01,AL,Compact,133,Winston County,04,1.000000000000001
04,AZ,Compact,001,Apache County,01,0.9999192288546177
04,AZ,Compact,003,Cochise County,03,0.9999257873266972
04,AZ,Compact,005,Coconino County,01,0.9999631949293575
04,AZ,Compact,007,Gila County,04,0.9999645077556452
04,AZ,Compact,009,Graham County,03,0.999978648849703
04,AZ,Compact,011,Greenlee County,03,0.9999029445481289
04,AZ,Compact,012,La Paz County,04,0.9998349513966036
04,AZ,Compact,013,Maricopa County,07,0.02316125675957074
04,AZ,Compact,013,Maricopa County,09,0.04126407669043215
04,AZ,Compact,013,Maricopa County,08,0.028484580297183596
04,AZ,Compact,013,Maricopa County,04,0.8447927254181145
04,AZ,Compact,013,Maricopa County,05,0.03155051719800209
04,AZ,Compact,013,Maricopa County,06,0.03073668121109376
04,AZ,Compact,015,Mohave County,01,0.9998322413192569
04,AZ,Compact,017,Navajo County,01,0.9999958143422045
04,AZ,Compact,019,Pima County,03,0.9378709225264376
04,AZ,Compact,019,Pima County,02,0.062054225509132456
04,AZ,Compact,021,Pinal County,04,0.26688758674348106
04,AZ,Compact,021,Pinal County,03,0.7331062961395246
04,AZ,Compact,023,Santa Cruz County,03,0.9998355200780913
04,AZ,Compact,025,Yavapai County,01,0.614227963826338
04,AZ,Compact,025,Yavapai County,04,0.38577212973448505
04,AZ,Compact,027,Yuma County,04,0.9999378410193231
05,AR,Compact,001,Arkansas County,01,0.6411257356482422
05,AR,Compact,001,Arkansas County,04,0.35887423307992067
05,AR,Compact,003,Ashley County,04,0.999913137721122
05,AR,Compact,005,Baxter County,01,0.9999493210083255
05,AR,Compact,007,Benton County,03,0.9998748201099132
05,AR,Compact,009,Boone County,01,0.999827777753117
05,AR,Compact,011,Bradley County,04,0.9999999999999981
05,AR,Compact,013,Calhoun County,04,1.0000000000000018
05,AR,Compact,015,Carroll County,03,0.7514067099322266
05,AR,Compact,015,Carroll County,01,0.24837094718080127
05,AR,Compact,017,Chicot County,04,0.9995389661356787
05,AR,Compact,019,Clark County,04,0.9999999999999986
05,AR,Compact,021,Clay County,01,0.9989568696938073
05,AR,Compact,023,Cleburne County,01,0.99998572000402
05,AR,Compact,025,Cleveland County,04,1.0000000000000016
05,AR,Compact,027,Columbia County,04,0.9998818666582913
05,AR,Compact,029,Conway County,02,0.999968362792765
05,AR,Compact,031,Craighead County,01,0.9999817053984768
05,AR,Compact,033,Crawford County,03,0.9997722342218602
05,AR,Compact,035,Crittenden County,01,0.9996494286829585
05,AR,Compact,037,Cross County,01,1.000000000000002
05,AR,Compact,039,Dallas County,04,0.9999999999999976
05,AR,Compact,041,Desha County,04,0.9996489543941575
05,AR,Compact,043,Drew County,04,0.9999999999999988
05,AR,Compact,045,Faulkner County,02,0.9999863308774345
05,AR,Compact,047,Franklin County,03,0.9999999999999991
05,AR,Compact,049,Fulton County,01,0.9998617870139314
05,AR,Compact,051,Garland County,04,0.9999696171003608
05,AR,Compact,053,Grant County,04,0.999999129465864
05,AR,Compact,055,Greene County,01,0.9995747163436326
05,AR,Compact,057,Hempstead County,04,0.9999999999999992
05,AR,Compact,059,Hot Spring County,04,1.0000000000000029
05,AR,Compact,061,Howard County,04,0.9999999999999978
05,AR,Compact,063,Independence County,01,1.0000000000000007
05,AR,Compact,065,Izard County,01,0.9999999999999989
05,AR,Compact,067,Jackson County,01,1.0000000000000004
05,AR,Compact,069,Jefferson County,04,0.9999679871104413
05,AR,Compact,071,Johnson County,03,0.9999352814233593
05,AR,Compact,073,Lafayette County,04,0.9999525907600957
05,AR,Compact,075,Lawrence County,01,0.9999999999999989
05,AR,Compact,077,Lee County,01,0.9996679984619905
05,AR,Compact,079,Lincoln County,04,0.9999999999999989
05,AR,Compact,081,Little River County,04,0.9992395248092749
05,AR,Compact,083,Logan County,03,0.9999566108505437
05,AR,Compact,085,Lonoke County,02,0.9999413570406985
05,AR,Compact,087,Madison County,03,0.9999781461293205
05,AR,Compact,089,Marion County,01,0.999852344027066
05,AR,Compact,091,Miller County,04,0.9998009551429703
05,AR,Compact,093,Mississippi County,01,0.9992398407176087
05,AR,Compact,095,Monroe County,01,0.9999999999999981
05,AR,Compact,097,Montgomery County,04,0.9999919584757748
05,AR,Compact,099,Nevada County,04,0.999999999999998
05,AR,Compact,101,Newton County,01,0.9999557964844444
05,AR,Compact,103,Ouachita County,04,1.0000000000000002
05,AR,Compact,105,Perry County,02,0.9999657050969838
05,AR,Compact,107,Phillips County,01,0.9996886657835151
05,AR,Compact,109,Pike County,04,1.000000000000001
05,AR,Compact,111,Poinsett County,01,0.9999999999999991
05,AR,Compact,113,Polk County,04,0.999879989808594
05,AR,Compact,115,Pope County,02,0.9999515617344912
05,AR,Compact,117,Prairie County,01,0.9999236881947525
05,AR,Compact,119,Pulaski County,02,0.9999335176726051
05,AR,Compact,121,Randolph County,01,0.9998219381638119
05,AR,Compact,125,Saline County,04,0.9999323918759894
05,AR,Compact,127,Scott County,03,0.9999446494824524
05,AR,Compact,129,Searcy County,01,0.999993643436322
05,AR,Compact,131,Sebastian County,03,0.9998437910248088
05,AR,Compact,133,Sevier County,04,0.999845068198157
05,AR,Compact,135,Sharp County,01,0.9999891433793259
05,AR,Compact,123,St. Francis County,01,1.0000000000000018
05,AR,Compact,137,Stone County,01,0.9999999999999994
05,AR,Compact,139,Union County,04,0.9999437384373799
05,AR,Compact,141,Van Buren County,01,0.9999527114294258
05,AR,Compact,143,Washington County,03,0.9999379028897839
05,AR,Compact,145,White County,01,0.6364482502220132
05,AR,Compact,145,White County,02,0.36355174977807714
05,AR,Compact,147,Woodruff County,01,0.999999999999998
05,AR,Compact,149,Yell County,02,0.9999616741092638
06,CA,Compact,001,Alameda County,15,0.4543602070393922
06,CA,Compact,001,Alameda County,13,0.12236383846161042
06,CA,Compact,001,Alameda County,17,0.33736928300479035
06,CA,Compact,003,Alpine County,16,0.9997181767980234
06,CA,Compact,005,Amador County,16,0.9998626766065092
06,CA,Compact,007,Butte County,05,0.21153321844681092
06,CA,Compact,007,Butte County,01,0.788450460947695
06,CA,Compact,009,Calaveras County,16,0.9999746446730248
06,CA,Compact,011,Colusa County,05,1.0000000000000007
06,CA,Compact,013,Contra Costa County,03,0.27590503793480725
06,CA,Compact,013,Contra Costa County,15,0.20259202983291064
06,CA,Compact,013,Contra Costa County,11,0.4675921301170511
06,CA,Compact,015,Del Norte County,01,0.8253542789361515
06,CA,Compact,017,El Dorado County,04,0.9999530447065125
06,CA,Compact,019,Fresno County,16,0.5011499156843571
06,CA,Compact,019,Fresno County,21,0.4988256125585057
06,CA,Compact,021,Glenn County,05,0.9999668312693024
06,CA,Compact,023,Humboldt County,01,0.8909821879847856
06,CA,Compact,025,Imperial County,36,0.9998640221681788
06,CA,Compact,027,Inyo County,16,0.9999473452057078
06,CA,Compact,029,Kern County,22,0.1646327924528512
06,CA,Compact,029,Kern County,23,0.8353385396583091
06,CA,Compact,031,Kings County,22,0.9999649226877507
06,CA,Compact,033,Lake County,05,0.9999999999999996
06,CA,Compact,035,Lassen County,01,0.9999175946424402
06,CA,Compact,037,Los Angeles County,47,0.018384347616106755
06,CA,Compact,037,Los Angeles County,43,0.015347792328985184
06,CA,Compact,037,Los Angeles County,44,0.05335010048266074
06,CA,Compact,037,Los Angeles County,40,0.011605946354222182
06,CA,Compact,037,Los Angeles County,38,0.021699438771023902
06,CA,Compact,037,Los Angeles County,37,0.010137432836722055
06,CA,Compact,037,Los Angeles County,35,0.008316094157534178
06,CA,Compact,037,Los Angeles County,34,0.010145217737102261
06,CA,Compact,037,Los Angeles County,33,0.05554166781629461
06,CA,Compact,037,Los Angeles County,32,0.029249317692357488
06,CA,Compact,037,Los Angeles County,30,0.02630831497347825
06,CA,Compact,037,Los Angeles County,29,0.01823359056538769
06,CA,Compact,037,Los Angeles County,28,0.028223956549724795
06,CA,Compact,037,Los Angeles County,27,0.026690679022511796
06,CA,Compact,037,Los Angeles County,25,0.5310075313858056
06,CA,Compact,039,Madera County,16,0.9999789747837964
06,CA,Compact,041,Marin County,02,0.6569088838849915
06,CA,Compact,043,Mariposa County,16,0.9999872135029014
06,CA,Compact,045,Mendocino County,05,0.9063492388001443
06,CA,Compact,047,Merced County,10,0.8410028984254933
06,CA,Compact,047,Merced County,16,0.15897339187165982
06,CA,Compact,049,Modoc County,01,0.9998536807670277
06,CA,Compact,051,Mono County,16,0.9999382417423051
06,CA,Compact,053,Monterey County,20,0.878935978369717
06,CA,Compact,055,Napa County,05,0.9999654459283438
06,CA,Compact,057,Nevada County,04,0.9999996492485412
06,CA,Compact,059,Orange County,49,0.2088532947494921
06,CA,Compact,059,Orange County,39,0.15064159930063264
06,CA,Compact,059,Orange County,45,0.27606771117101847
06,CA,Compact,059,Orange County,46,0.07829116088375043
06,CA,Compact,059,Orange County,48,0.12921591328020782
06,CA,Compact,061,Placer County,04,0.9999377559810684
06,CA,Compact,063,Plumas County,01,0.9999857814111432
06,CA,Compact,065,Riverside County,49,0.03459736463061171
06,CA,Compact,065,Riverside County,42,0.12237161027638054
06,CA,Compact,065,Riverside County,41,0.04710182483485417
06,CA,Compact,065,Riverside County,36,0.7940855263596077
06,CA,Compact,065,Riverside County,35,0.0017925926409135392
06,CA,Compact,067,Sacramento County,09,0.001293695838774172
06,CA,Compact,067,Sacramento County,03,0.16445769581600322
06,CA,Compact,067,Sacramento County,06,0.198000788264311
06,CA,Compact,067,Sacramento County,07,0.6361986063029667
06,CA,Compact,069,San Benito County,20,0.999964351096018
06,CA,Compact,071,San Bernardino County,31,0.009316267657031418
06,CA,Compact,071,San Bernardino County,08,0.1593620778057028
06,CA,Compact,071,San Bernardino County,16,0.8224104173777673
06,CA,Compact,071,San Bernardino County,35,0.008857632043086636
06,CA,Compact,073,San Diego County,50,0.7246699078398782
06,CA,Compact,073,San Diego County,49,0.08768005878020473
06,CA,Compact,073,San Diego County,51,0.033443175440494015
06,CA,Compact,073,San Diego County,52,0.06453981680660731
06,CA,Compact,073,San Diego County,53,0.030911449997465798
06,CA,Compact,075,San Francisco County,14,0.03205303327010048
06,CA,Compact,075,San Francisco County,12,0.1785999565827545
06,CA,Compact,077,San Joaquin County,09,0.9994459974745866
06,CA,Compact,079,San Luis Obispo County,24,0.9192416100964342
06,CA,Compact,081,San Mateo County,14,0.31811993973619074
06,CA,Compact,081,San Mateo County,15,0.29994496410600424
06,CA,Compact,083,Santa Barbara County,24,0.7272385955723103
06,CA,Compact,085,Santa Clara County,18,0.10938996102661243
06,CA,Compact,085,Santa Clara County,15,0.7948093373299038
06,CA,Compact,085,Santa Clara County,19,0.09279116077752333
06,CA,Compact,087,Santa Cruz County,15,0.3953124897870402
06,CA,Compact,087,Santa Cruz County,20,0.3409483224721535
06,CA,Compact,089,Shasta County,01,1.0000000000000009
06,CA,Compact,091,Sierra County,04,0.999674830051929
06,CA,Compact,093,Siskiyou County,01,0.9998196682052991
06,CA,Compact,095,Solano County,03,0.9821199551808361
06,CA,Compact,097,Sonoma County,05,0.45085454477347126
06,CA,Compact,097,Sonoma County,02,0.44943409032601783
06,CA,Compact,099,Stanislaus County,10,0.8860673204045953
06,CA,Compact,099,Stanislaus County,09,0.11390210467072541
06,CA,Compact,101,Sutter County,05,0.9999500508315596
06,CA,Compact,103,Tehama County,01,0.9999854821146757
06,CA,Compact,105,Trinity County,01,0.9999909830871565
06,CA,Compact,107,Tulare County,22,0.27476748003620194
06,CA,Compact,107,Tulare County,16,0.7252175591422355
06,CA,Compact,109,Tuolumne County,16,0.9999948384703297
06,CA,Compact,111,Ventura County,30,0.03346167875825713
06,CA,Compact,111,Ventura County,24,0.4441800846428431
06,CA,Compact,111,Ventura County,26,0.36446989394143625
06,CA,Compact,113,Yolo County,05,0.8581751301404889
06,CA,Compact,113,Yolo County,03,0.14181829459682946
06,CA,Compact,115,Yuba County,04,0.9999056632605087
08,CO,Compact,001,Adams County,06,0.999868455006612
08,CO,Compact,003,Alamosa County,03,1.0000000000000024
08,CO,Compact,005,Arapahoe County,07,0.0882157283203192
08,CO,Compact,005,Arapahoe County,06,0.8782493672261477
08,CO,Compact,005,Arapahoe County,01,0.033455272518742356
08,CO,Compact,007,Archuleta County,03,0.9998360482870177
08,CO,Compact,009,Baca County,03,0.999930283510627
08,CO,Compact,011,Bent County,03,1.000000000000002
08,CO,Compact,013,Boulder County,02,0.8481640481560492
08,CO,Compact,013,Boulder County,04,0.15183442222911306
08,CO,Compact,014,Broomfield County,02,0.9973687600711101
08,CO,Compact,015,Chaffee County,03,0.999999825175285
08,CO,Compact,017,Cheyenne County,03,0.9999209014906683
08,CO,Compact,019,Clear Creek County,02,0.9999998526521944
08,CO,Compact,021,Conejos County,03,0.9997597809489396
08,CO,Compact,023,Costilla County,03,0.9994212657093887
08,CO,Compact,025,Crowley County,03,0.999999999999997
08,CO,Compact,027,Custer County,03,0.9999999999999974
08,CO,Compact,029,Delta County,03,0.9999999999999994
08,CO,Compact,031,Denver County,01,0.9966959332041272
08,CO,Compact,033,Dolores County,03,0.999791533878323
08,CO,Compact,035,Douglas County,07,0.36079834903282365
08,CO,Compact,035,Douglas County,05,0.6391997991133465
08,CO,Compact,037,Eagle County,02,0.9999941717328571
08,CO,Compact,041,El Paso County,05,0.9999558550964359
08,CO,Compact,039,Elbert County,05,0.9999656278348253
08,CO,Compact,043,Fremont County,03,0.9999870101690728
08,CO,Compact,045,Garfield County,02,0.9999459432146267
08,CO,Compact,047,Gilpin County,02,1.0000000000000102
08,CO,Compact,049,Grand County,02,0.9999956959181073
08,CO,Compact,051,Gunnison County,03,0.9999867985009293
08,CO,Compact,053,Hinsdale County,03,1.0000000000000027
08,CO,Compact,055,Huerfano County,03,1.0000000000000004
08,CO,Compact,057,Jackson County,02,0.9999087004776029
08,CO,Compact,059,Jefferson County,02,0.4087902246954805
08,CO,Compact,059,Jefferson County,01,0.00012053090778359704
08,CO,Compact,059,Jefferson County,07,0.5910367676544036
08,CO,Compact,061,Kiowa County,03,0.9998726701505227
08,CO,Compact,063,Kit Carson County,03,0.9999343441127685
08,CO,Compact,067,La Plata County,03,0.9998430095100794
08,CO,Compact,065,Lake County,03,0.9999296815191704
08,CO,Compact,069,Larimer County,04,0.9998027421484799
08,CO,Compact,071,Las Animas County,03,0.9998630142251219
08,CO,Compact,073,Lincoln County,03,0.9999685560801056
08,CO,Compact,075,Logan County,04,0.9999341244594925
08,CO,Compact,077,Mesa County,03,0.9999150064540758
08,CO,Compact,079,Mineral County,03,1.0000000000000036
08,CO,Compact,081,Moffat County,02,0.9999243858206089
08,CO,Compact,083,Montezuma County,03,0.999889274959841
08,CO,Compact,085,Montrose County,03,0.9998149156842394
08,CO,Compact,087,Morgan County,04,0.9999945114990479
08,CO,Compact,089,Otero County,03,1.000000000000002
08,CO,Compact,091,Ouray County,03,1.0000000000000004
08,CO,Compact,093,Park County,02,0.037245209752368655
08,CO,Compact,093,Park County,03,0.9627405869538033
08,CO,Compact,095,Phillips County,04,0.9998703729684788
08,CO,Compact,097,Pitkin County,02,0.9999481112133116
08,CO,Compact,099,Prowers County,03,0.9999508356533354
08,CO,Compact,101,Pueblo County,03,0.9999835509110062
08,CO,Compact,103,Rio Blanco County,02,0.9999263291674741
08,CO,Compact,105,Rio Grande County,03,1.0000000000000004
08,CO,Compact,107,Routt County,02,0.9999683122663718
08,CO,Compact,109,Saguache County,03,1.0000000000000018
08,CO,Compact,111,San Juan County,03,0.9999999999999956
08,CO,Compact,113,San Miguel County,03,0.999761687005509
08,CO,Compact,115,Sedgwick County,04,0.9997580176315002
08,CO,Compact,117,Summit County,02,0.9999733155223302
08,CO,Compact,119,Teller County,05,0.9999652294026982
08,CO,Compact,121,Washington County,04,0.9999770781978934
08,CO,Compact,123,Weld County,04,0.9998968582726593
08,CO,Compact,125,Yuma County,04,0.9998800635273662
09,CT,Compact,001,Fairfield County,05,0.28003346830784265
09,CT,Compact,001,Fairfield County,04,0.5020632756235335
09,CT,Compact,003,Hartford County,02,0.003178457334665165
09,CT,Compact,003,Hartford County,01,0.6637157801641909
09,CT,Compact,003,Hartford County,05,0.3327283000811295
09,CT,Compact,005,Litchfield County,05,0.999811278732801
09,CT,Compact,007,Middlesex County,02,0.8786630326189485
09,CT,Compact,009,New Haven County,05,0.1585674515802301
09,CT,Compact,009,New Haven County,03,0.5623085145098076
09,CT,Compact,011,New London County,02,0.9043410220082779
09,CT,Compact,013,Tolland County,02,0.9995662709576714
09,CT,Compact,015,Windham County,02,0.9997684958124864
12,FL,Compact,001,Alachua County,03,0.9037484696133709
12,FL,Compact,001,Alachua County,04,0.09623765605232365
12,FL,Compact,003,Baker County,04,0.9990492695430242
12,FL,Compact,005,Bay County,02,0.8543300074080099
12,FL,Compact,007,Bradford County,04,0.9999500932655422
12,FL,Compact,009,Brevard County,08,0.8316131663483838
12,FL,Compact,011,Broward County,22,0.06267935580747865
12,FL,Compact,011,Broward County,23,0.1471143505597429
12,FL,Compact,011,Broward County,27,0.6103419575644452
12,FL,Compact,011,Broward County,20,0.1058314974370214
12,FL,Compact,013,Calhoun County,02,1.0
12,FL,Compact,015,Charlotte County,17,0.8698745985135675
12,FL,Compact,017,Citrus County,11,0.8539368928677566
12,FL,Compact,019,Clay County,04,0.9999495086277222
12,FL,Compact,021,Collier County,19,0.035360312628982996
12,FL,Compact,021,Collier County,27,0.8780197981521247
12,FL,Compact,023,Columbia County,03,0.9998723787516544
12,FL,Compact,027,DeSoto County,17,0.9999955860499053
12,FL,Compact,029,Dixie County,03,0.8338307379711526
12,FL,Compact,031,Duval County,04,0.4922784132877984
12,FL,Compact,031,Duval County,05,0.4325525725146688
12,FL,Compact,033,Escambia County,01,0.8519876089621102
12,FL,Compact,035,Flagler County,06,0.8891375398560655
12,FL,Compact,037,Franklin County,02,0.5467990613103952
12,FL,Compact,039,Gadsden County,02,0.9998295133018488
12,FL,Compact,041,Gilchrist County,03,0.9999999999999999
12,FL,Compact,043,Glades County,17,1.0000000000000004
12,FL,Compact,045,Gulf County,02,0.7665795290071931
12,FL,Compact,047,Hamilton County,03,0.9995887233201673
12,FL,Compact,049,Hardee County,17,0.9999829657753359
12,FL,Compact,051,Hendry County,17,0.9999565188588914
12,FL,Compact,053,Hernando County,11,0.8462173294032275
12,FL,Compact,055,Highlands County,17,0.9999933776453812
12,FL,Compact,057,Hillsborough County,14,0.4557202014880549
12,FL,Compact,057,Hillsborough County,12,0.15430349825674305
12,FL,Compact,057,Hillsborough County,15,0.24625977374320704
12,FL,Compact,059,Holmes County,02,0.22428160100522765
12,FL,Compact,059,Holmes County,01,0.7756194084077429
12,FL,Compact,061,Indian River County,08,0.8754118425707399
12,FL,Compact,063,Jackson County,02,0.9996615820122523
12,FL,Compact,065,Jefferson County,02,0.962671604763486
12,FL,Compact,067,Lafayette County,03,0.9999825258182211
12,FL,Compact,069,Lake County,15,0.6822294671547061
12,FL,Compact,069,Lake County,06,0.3177357208877079
12,FL,Compact,071,Lee County,17,0.09365790897991369
12,FL,Compact,071,Lee County,19,0.6394173011378936
12,FL,Compact,073,Leon County,02,0.9999831739819702
12,FL,Compact,075,Levy County,03,0.8191831012793609
12,FL,Compact,077,Liberty County,02,1.0000000000000004
12,FL,Compact,079,Madison County,02,0.3789512195888736
12,FL,Compact,079,Madison County,03,0.6210286888421691
12,FL,Compact,081,Manatee County,16,0.891237081143233
12,FL,Compact,083,Marion County,03,0.7382966214215541
12,FL,Compact,083,Marion County,15,0.261654004289472
12,FL,Compact,085,Martin County,18,0.899524122216719
12,FL,Compact,086,Miami-Dade County,27,0.6492604573533471
12,FL,Compact,086,Miami-Dade County,26,0.04927572653952224
12,FL,Compact,086,Miami-Dade County,25,0.0827430425074903
12,FL,Compact,086,Miami-Dade County,24,0.04939955647279787
12,FL,Compact,087,Monroe County,27,0.36871780774916657
12,FL,Compact,089,Nassau County,04,0.9212534339927417
12,FL,Compact,091,Okaloosa County,01,0.9196356117176767
12,FL,Compact,093,Okeechobee County,17,0.9999489016704894
12,FL,Compact,095,Orange County,07,0.09916018260494394
12,FL,Compact,095,Orange County,08,0.22752590673452802
12,FL,Compact,095,Orange County,09,0.18767315372944396
12,FL,Compact,095,Orange County,10,0.485594782962013
12,FL,Compact,097,Osceola County,09,0.9999538116238175
12,FL,Compact,099,Palm Beach County,22,0.05626234733685634
12,FL,Compact,099,Palm Beach County,21,0.10181534090112275
12,FL,Compact,099,Palm Beach County,18,0.7765226516963334
12,FL,Compact,101,Pasco County,12,0.07397224731437171
12,FL,Compact,101,Pasco County,11,0.8116576979349611
12,FL,Compact,103,Pinellas County,13,0.36425811309197986
12,FL,Compact,103,Pinellas County,12,0.17595492479383829
12,FL,Compact,105,Polk County,09,0.402345610097219
12,FL,Compact,105,Polk County,17,0.4237031363862248
12,FL,Compact,105,Polk County,15,0.17394301246849103
12,FL,Compact,107,Putnam County,06,0.9999246056892815
12,FL,Compact,113,Santa Rosa County,01,0.9783093962102763
12,FL,Compact,115,Sarasota County,16,0.8102165134970543
12,FL,Compact,115,Sarasota County,17,0.024708824719944976
12,FL,Compact,117,Seminole County,07,0.9997692234503962
12,FL,Compact,109,St. Johns County,04,0.8196313559740837
12,FL,Compact,111,St. Lucie County,18,0.8890331905816065
12,FL,Compact,119,Sumter County,15,0.9999291878032721
12,FL,Compact,121,Suwannee County,03,1.0
12,FL,Compact,123,Taylor County,02,0.8553572783969295
12,FL,Compact,125,Union County,04,0.9999073172861461
12,FL,Compact,127,Volusia County,06,0.883788262683934
12,FL,Compact,129,Wakulla County,02,0.8570877638526646
12,FL,Compact,131,Walton County,01,0.9260470540207475
12,FL,Compact,133,Washington County,02,0.9999550419654033
13,GA,Compact,001,Appling County,12,0.9999273860125307
13,GA,Compact,003,Atkinson County,02,0.9999630851608718
13,GA,Compact,005,Bacon County,12,0.9998824920185274
13,GA,Compact,007,Baker County,02,0.9999999999999997
13,GA,Compact,009,Baldwin County,08,0.9966278742976213
13,GA,Compact,011,Banks County,10,0.9999290351918545
13,GA,Compact,013,Barrow County,10,0.999934971723217
13,GA,Compact,015,Bartow County,14,0.9999115362987834
13,GA,Compact,017,Ben Hill County,02,0.9999046822137839
13,GA,Compact,019,Berrien County,02,1.0000000000000004
13,GA,Compact,021,Bibb County,08,1.0000000000000029
13,GA,Compact,023,Bleckley County,08,1.0000000000000038
13,GA,Compact,025,Brantley County,01,1.0000000000000009
13,GA,Compact,027,Brooks County,02,0.9998354035731561
13,GA,Compact,029,Bryan County,01,0.99569054634692
13,GA,Compact,031,Bulloch County,12,0.7379647624717308
13,GA,Compact,031,Bulloch County,01,0.2620352375282567
13,GA,Compact,033,Burke County,12,0.9991542034160666
13,GA,Compact,035,Butts County,13,0.9997995649066356
13,GA,Compact,037,Calhoun County,02,1.000000000000001
13,GA,Compact,039,Camden County,01,0.8764143221935105
13,GA,Compact,043,Candler County,12,0.9999999999999967
13,GA,Compact,045,Carroll County,14,0.9998511467431367
13,GA,Compact,047,Catoosa County,09,0.9995584762156391
13,GA,Compact,049,Charlton County,01,0.9983798207706476
13,GA,Compact,051,Chatham County,01,0.7798176318370559
13,GA,Compact,053,Chattahoochee County,03,0.9992441137640118
13,GA,Compact,055,Chattooga County,14,0.9998237268502113
13,GA,Compact,057,Cherokee County,11,0.003822888345715825
13,GA,Compact,057,Cherokee County,14,0.10730551096130081
13,GA,Compact,057,Cherokee County,09,0.6423829064675697
13,GA,Compact,057,Cherokee County,06,0.2464974913553876
13,GA,Compact,059,Clarke County,10,0.9999999999999991
13,GA,Compact,061,Clay County,02,0.9994295096150054
13,GA,Compact,063,Clayton County,13,0.9998310250377173
13,GA,Compact,065,Clinch County,02,0.9999258671413223
13,GA,Compact,067,Cobb County,11,0.9996329675472229
13,GA,Compact,069,Coffee County,02,0.999912643352625
