maptype,stateID,state,district,district_dem_result,district_rep_result,district_winner
current,1,AL,1,88245.43135381016,151112.22576088284,R
current,1,AL,2,80509.6818980458,138174.62905697513,R
current,1,AL,3,82142.97001777285,144489.1749136368,R
current,1,AL,4,42563.080618231594,173641.9327489996,R
current,1,AL,5,101357.49318119779,158982.2000320252,R
current,1,AL,6,57861.21675923852,162800.51729818262,R
current,1,AL,7,83348.10259689928,74109.38080710178,D
current,2,AK,At Large,0,149779,R
current,4,AZ,1,133417.50142348823,120882.28983953815,D
current,4,AZ,2,161267.76600085513,129959.4121396274,D
current,4,AZ,3,119351.71333925515,78191.3035118383,D
current,4,AZ,4,95411.73039934752,178643.73847993172,R
current,4,AZ,5,141148.041564464,148939.36503319567,R
current,4,AZ,6,136305.39787821675,149103.89554318742,R
current,4,AZ,7,115667.28490399838,68014.52681390134,D
current,4,AZ,8,130601.07024388401,160764.95315584858,R
current,4,AZ,9,146022.49424649015,104751.51548293197,D
current,5,AR,1,58080.10885482552,139065.55386754213,R
current,5,AR,2,116135.0,132125.0,R
current,5,AR,3,74856.54956695682,147739.43110253158,R
current,5,AR,4,63906.34157821767,137409.01502992626,R
current,6,CA,1,130544.07753117547,160808.92967390266,R
current,6,CA,2,226203.21733835118,61109.14235107028,D
current,6,CA,3,142188.4670712014,82849.86809611609,D
current,6,CA,4,155229.74716712066,184058.50086899914,R
current,6,CA,5,230142.30454902072,41743.53306680938,D
current,6,CA,6,182501.9542841845,48286.02162505336,D
current,6,CA,7,165916.8009944772,83242.95873001737,D
current,6,CA,8,62122.9342496339,137664.22324931237,R
current,6,CA,9,121526.0110738368,81088.97443593692,D
current,6,CA,10,103070.90246993105,102706.11603647539,D
current,6,CA,11,189793.82439818262,75987.17022196321,D
current,6,CA,12,258335.0114326618,42772.74987014916,D
current,6,CA,13,188432.17920609834,33294.467458582905,D
current,6,CA,14,251428.36143734766,51014.07985847739,D
current,6,CA,15,220309.90810778458,37640.12608990467,D
current,6,CA,16,97619.74870062366,67351.9160920699,D
current,6,CA,17,272548.7001226388,24004.559365174446,D
current,6,CA,18,143666.3411144529,96077.5355128399,D
current,6,CA,19,148712.3970861606,53734.56288307044,D
current,6,CA,20,185122.77423038235,58618.220429841436,D
current,6,CA,21,58947.58005628962,78292.54215656754,R
current,6,CA,22,91473.92924870722,102228.77119887192,R
current,6,CA,23,74270.3192651886,111388.04673805925,R
current,6,CA,24,165700.48288698908,118210.51655018801,D
current,6,CA,25,120535.20586732091,62653.78703241756,D
current,6,CA,26,155305.72255444535,104669.21010703692,D
current,6,CA,27,303890.93723833724,39833.13802115545,D
current,6,CA,28,162342.11304231297,58809.46174063982,D
current,6,CA,29,111281.41684147353,39105.30347516821,D
current,6,CA,30,145098.639018116,61367.42017616491,D
current,6,CA,31,81850.63304605364,86858.70066224823,R
current,6,CA,32,158854.66217275424,41979.02843101052,D
current,6,CA,33,162543.12612608593,73310.43326799125,D
current,6,CA,34,188198.4036012123,25094.77737839018,D
current,6,CA,35,79876.34041688191,68854.83018237333,D
current,6,CA,36,87098.80716233567,122192.87046470695,R
current,6,CA,37,139684.7873022743,35368.01380822015,D
current,6,CA,38,151379.99288133575,47663.093031349505,D
current,6,CA,39,206194.56626945664,80540.27323262718,D
current,6,CA,40,74943.39988041096,37473.80209386463,D
current,6,CA,41,107816.30902451575,62192.928392684975,D
current,6,CA,42,135417.68320140312,96123.04746938453,D
current,6,CA,43,153605.1849086494,31199.940952030593,D
current,6,CA,44,100394.89776287794,33015.714467557686,D
current,6,CA,45,145381.75478507162,123971.04042551461,D
current,6,CA,46,102829.15130549688,75543.2754320703,D
current,6,CA,47,176118.7693146115,53579.88707500299,D
current,6,CA,48,139765.67245124094,145471.5887713377,R
current,6,CA,49,117940.29491366255,135727.2597079164,R
current,6,CA,50,106277.98506740006,118602.0771936258,R
current,6,CA,51,134473.16255939647,61688.98358330829,D
current,6,CA,52,220840.13025229418,97639.45492812891,D
current,6,CA,53,179926.6241514867,81721.11496918595,D
current,8,CO,1,272088.93184106634,82583.55044679117,D
current,8,CO,2,256248.61691906577,148859.31638454794,D
current,8,CO,3,145140.83110048692,172408.9696481653,R
current,8,CO,4,152501.97469111468,217012.3406553293,R
current,8,CO,5,127483.2947441184,185140.0992810518,R
current,8,CO,6,187652.16653463148,141698.35925569767,D
current,8,CO,7,202095.18416951643,132069.36432841668,D
current,9,CT,1,181120.27589698147,96207.91483053836,D
current,9,CT,2,170487.07824235025,103865.23815758227,D
current,9,CT,3,175800.0039109774,100097.09028458904,D
current,9,CT,4,166713.73809593025,105613.80426511136,D
current,9,CT,5,155219.90385376103,114736.95246217899,D
current,10,DE,At Large,227353.0,125384.0,D
current,12,FL,1,106171.59992004637,216135.77388035797,R
current,12,FL,2,92817.50259945221,192439.9128342957,R
current,12,FL,3,133052.6329348139,172542.67677505122,R
current,12,FL,4,143160.50924040424,221252.65433959593,R
current,12,FL,5,163379.723445757,118833.97463553467,D
current,12,FL,6,144627.9019458943,188881.7909308552,R
current,12,FL,7,133777.48226395223,111489.9867203071,D
