maptype,stateID,state,district,district_dem_result,district_rep_result,district_winner
current,1,AL,1,88247.20284436917,151113.34020547254,R
current,1,AL,2,80847.3074868713,138345.32697175205,R
current,1,AL,3,81746.26371229184,144628.6886249675,R
current,1,AL,4,42637.73813676104,173771.71199202366,R
current,1,AL,5,101354.59350390377,158982.04248605762,R
current,1,AL,6,58846.427452093296,164326.31620338568,R
current,1,AL,7,82348.44328890559,72142.63413414492,D
current,2,AK,At Large,0,149779,R
current,4,AZ,1,134218.19946163843,120926.95872269817,D
current,4,AZ,2,148261.00683257572,130241.91328988921,D
current,4,AZ,3,142967.5083435527,77245.91136756414,D
current,4,AZ,4,92074.37239680305,179054.3440641778,R
current,4,AZ,5,127947.05965503959,149570.22525485046,R
current,4,AZ,6,128226.694607159,151007.7311490569,R
current,4,AZ,7,145916.6570122693,65865.85090625622,D
current,4,AZ,8,122087.55319316583,161882.29952844375,R
current,4,AZ,9,137493.94849779684,103455.76571706416,D
current,5,AR,1,58131.63206865611,139062.0371228804,R
current,5,AR,2,116135.0,132125.0,R
current,5,AR,3,74627.94193239184,147665.07626331729,R
current,5,AR,4,64083.42599895205,137486.88661380231,R
current,6,CA,1,133191.01848938945,161236.32637314245,R
current,6,CA,2,231534.82863591323,61209.33208034341,D
current,6,CA,3,151094.07215813157,83692.62231135539,D
current,6,CA,4,153128.85153146554,184216.4663188922,R
current,6,CA,5,208869.8391916668,40555.94685720257,D
current,6,CA,6,177898.26543411496,46240.283617017136,D
current,6,CA,7,167861.39102761884,84951.31930165812,D
current,6,CA,8,72754.11383131758,142186.36576728532,R
current,6,CA,9,130357.40890270838,80802.55754299671,D
current,6,CA,10,107720.91059483272,103822.34390187214,D
current,6,CA,11,199043.95867668506,76286.49742524524,D
current,6,CA,12,266558.8327065433,42946.84748456942,D
current,6,CA,13,212360.95833347898,33861.603449997376,D
current,6,CA,14,228123.36513401134,49162.347599344204,D
current,6,CA,15,208537.40761721783,37977.531837434144,D
current,6,CA,16,93563.42503856886,65036.9171080801,D
current,6,CA,17,193747.98662171484,17119.556041705255,D
current,6,CA,18,179590.25748642388,102253.33331689681,D
current,6,CA,19,177861.5498111884,54326.54273054945,D
current,6,CA,20,188707.55457717524,58961.47519882325,D
current,6,CA,21,73394.01737357487,77799.69315161803,R
current,6,CA,22,85395.46318172189,103070.38781683132,R
current,6,CA,23,75587.97417168153,113345.84103009461,R
current,6,CA,24,166120.11814556236,118239.40275204854,D
current,6,CA,25,148494.2386583953,65290.07700535767,D
current,6,CA,26,159316.3708369079,104699.97242430222,D
current,6,CA,27,157775.8392137528,36482.3092619049,D
current,6,CA,28,148814.122039114,59794.26443491833,D
current,6,CA,29,156844.04814772677,39637.246727939884,D
current,6,CA,30,146734.2496798659,63925.21950088779,D
current,6,CA,31,77189.27715606464,85233.59616483575,R
current,6,CA,32,154503.94750679014,41554.42981210729,D
current,6,CA,33,145338.76933254837,76364.3806182752,D
current,6,CA,34,162382.94780054686,22921.483573323832,D
current,6,CA,35,94060.7037188063,67922.6978122528,D
current,6,CA,36,100553.43112621081,123836.59231112215,R
current,6,CA,37,157979.05436515508,34782.8247016175,D
current,6,CA,38,152001.63655882148,47388.64168011823,D
current,6,CA,39,136872.45469859912,76307.47759539975,D
current,6,CA,40,156967.7055693387,38355.984336694746,D
current,6,CA,41,115371.27234408911,61247.8702393084,D
current,6,CA,42,116980.43908412065,95502.34568350205,D
current,6,CA,43,161177.88132893606,28698.0511972893,D
current,6,CA,44,158568.27077373475,32528.786641255676,D
current,6,CA,45,130806.90252202128,124789.93107144754,D
current,6,CA,46,141467.35515707333,72557.52184544488,D
current,6,CA,47,150809.35674423428,48224.26836365338,D
current,6,CA,48,132887.647064832,149817.63884516753,R
current,6,CA,49,149840.0255699545,142588.70704119003,D
current,6,CA,50,144766.39218297164,123708.18259924004,D
current,6,CA,51,149645.18385534402,59755.53396941819,D
current,6,CA,52,160593.0128168743,93843.57425657037,D
current,6,CA,53,163928.242615813,79362.83830301977,D
current,8,CO,1,273525.6146650579,82627.72781231298,D
current,8,CO,2,254924.50525203682,148677.34701671344,D
current,8,CO,3,145864.36922464118,172469.82268750004,R
current,8,CO,4,158626.9609368985,217310.62104852006,R
current,8,CO,5,127504.97112941122,185140.07217177263,R
current,8,CO,6,185065.26225663477,141581.47448320477,D
current,8,CO,7,197699.3165353196,131964.934779976,D
current,9,CT,1,175423.79010893585,96030.81213623592,D
current,9,CT,2,176017.19243644024,104166.64013078748,D
current,9,CT,3,168323.55566041666,100065.43216891211,D
current,9,CT,4,165669.73404307375,105399.60505582782,D
current,9,CT,5,163906.72775113338,114858.51050823662,D
current,10,DE,At Large,227353.0,125384.0,D
current,12,FL,1,106169.94385670734,216138.18560258488,R
current,12,FL,2,93502.55880101075,192914.82412713577,R
current,12,FL,3,134353.88271861686,172732.72551607408,R
current,12,FL,4,140921.9625589279,222114.77976638093,R
current,12,FL,5,164501.9053289695,117323.29503260535,D
current,12,FL,6,146520.1844779856,189274.03893626458,R
current,12,FL,7,134921.6603277428,111701.76378501764,D
current,12,FL,8,143368.29220057713,216776.20769888788,R
current,12,FL,9,135154.35246088274,112406.84688336492,D
current,12,FL,10,77019.91239222285,39250.96693024433,D
current,12,FL,11,127496.13040936505,251266.0128237534,R
current,12,FL,12,134819.32580202335,182638.81941790128,R
current,12,FL,13,179396.86655615608,143680.98265098687,D
current,12,FL,14,65282.484380727925,63247.49213545431,D
current,12,FL,15,96820.40948192179,109507.30425409124,R
current,12,FL,16,136421.62909851508,173666.79440832758,R
current,12,FL,17,124369.4822791154,194658.65857259728,R
current,12,FL,18,109873.44465104416,134225.36275076232,R
current,12,FL,19,122662.58420880401,208520.596478606,R
current,12,FL,20,106328.38346636157,41222.479619452904,D
current,12,FL,21,52302.45837640582,56655.316764791634,R
current,12,FL,22,103604.56268669259,78542.82116770455,D
current,12,FL,23,111285.30477375623,81754.69492188678,D
current,12,FL,24,95925.26201695563,52535.07495801371,D
current,12,FL,25,90228.5246287106,121142.50283975442,R
current,12,FL,26,91110.0137943364,94316.85199816567,R
current,12,FL,27,80207.4782654649,97201.5999591899,R
current,13,GA,1,105325.51326926023,143691.0214000488,R
current,13,GA,2,126162.41808581106,91941.50958009633,D
current,13,GA,3,106059.57742605732,187402.32658858146,R
current,13,GA,4,177201.62367559597,69315.86239124092,D
current,13,GA,5,127598.25115660224,45657.64333846181,D
current,13,GA,6,130960.24408736605,113405.37753384965,D
current,13,GA,7,143266.04298906808,135205.22784044346,D
current,13,GA,8,61906.564577946825,124619.74760114549,R
current,13,GA,9,61850.17054762255,226047.969534925,R
current,13,GA,10,118952.93873194065,186517.55957117584,R
current,13,GA,11,122305.41161053305,180041.94733439063,R
current,13,GA,12,100843.80538531404,148371.73019021703,R
current,13,GA,13,156587.2138454555,81329.27383211827,D
current,13,GA,14,54236.896463881276,175669.87205053336,R
current,15,HI,1,131673.333027926,24480.62584501204,D
current,15,HI,2,156247.66697207408,62867.374154987956,D
current,16,ID,1,109583.13801841486,190862.5063136624,R
current,16,ID,2,97719.86198158514,177130.4936863376,R
