maptype,stateID,state,district,district_dem_result,district_rep_result,district_winner
current,1,AL,1,88245.97758291874,151113.34020547254,R
current,1,AL,2,80589.32503407093,138345.32697175205,R
current,1,AL,3,82187.76159067053,144628.6886249675,R
current,1,AL,4,42579.45645565386,173771.71199202366,R
current,1,AL,5,101357.46603288107,158982.04248605762,R
current,1,AL,6,58090.33003171257,164326.31620338568,R
current,1,AL,7,82977.65969728828,72142.63413414492,D
current,2,AK,At Large,0,149779,R
current,4,AZ,1,133299.89924060396,120926.95872269817,D
current,4,AZ,2,161951.88975181378,130241.91328988921,D
current,4,AZ,3,118948.96118953942,77245.91136756414,D
current,4,AZ,4,95350.07689473753,179054.3440641778,R
current,4,AZ,5,140914.67641331255,149570.22525485046,R
current,4,AZ,6,137403.99196741942,151007.7311490569,R
current,4,AZ,7,115496.02267476721,65865.85090625622,D
current,4,AZ,8,129368.07825719647,161882.29952844375,R
current,4,AZ,9,146459.40361061008,103455.76571706416,D
current,5,AR,1,58067.409450227264,139062.0371228804,R
current,5,AR,2,116135.0,132125.0,R
current,5,AR,3,74846.2721258754,147665.07626331729,R
current,5,AR,4,63929.31842389732,137486.88661380231,R
current,6,CA,1,130740.42523856525,161236.32637314245,R
current,6,CA,2,226588.1407430392,61209.33208034341,D
current,6,CA,3,142351.02297363925,83692.62231135539,D
current,6,CA,4,155094.4335161051,184216.4663188922,R
current,6,CA,5,229408.56491561054,40555.94685720257,D
current,6,CA,6,182401.14463080943,46240.283617017136,D
current,6,CA,7,166003.16305389456,84951.31930165812,D
current,6,CA,8,62794.52446258671,142186.36576728532,R
current,6,CA,9,121877.83354895099,80802.55754299671,D
current,6,CA,10,103197.22972578746,103822.34390187214,R
current,6,CA,11,190025.34683646957,76286.49742524524,D
current,6,CA,12,258714.11004198957,42946.84748456942,D
current,6,CA,13,189169.74707375412,33861.603449997376,D
current,6,CA,14,250790.12559196565,49162.347599344204,D
current,6,CA,15,219628.70996527237,37977.531837434144,D
current,6,CA,16,97484.22124697233,65036.9171080801,D
current,6,CA,17,271077.68342121784,17119.556041705255,D
current,6,CA,18,144377.93256294256,102253.33331689681,D
current,6,CA,19,149237.22896700824,54326.54273054945,D
current,6,CA,20,185053.0123136104,58961.47519882325,D
current,6,CA,21,58456.702919541975,77799.69315161803,R
current,6,CA,22,91601.16767987725,103070.38781683132,R
current,6,CA,23,75007.15706993037,113345.84103009461,R
current,6,CA,24,165698.018753986,118239.40275204854,D
current,6,CA,25,121877.60611611976,65290.07700535767,D
current,6,CA,26,155140.66190539353,104699.97242430222,D
current,6,CA,27,301752.5229885666,36482.3092619049,D
current,6,CA,28,163170.24186574802,59794.26443491833,D
current,6,CA,29,111767.96986685944,39637.246727939884,D
current,6,CA,30,146632.87487419456,63925.21950088779,D
current,6,CA,31,81717.67596296851,85233.59616483575,R
current,6,CA,32,159544.80146871688,41554.42981210729,D
current,6,CA,33,162752.22150440057,76364.3806182752,D
current,6,CA,34,187336.65283193192,22921.483573323832,D
current,6,CA,35,80008.84189518605,67922.6978122528,D
current,6,CA,36,85858.78033979394,123836.59231112215,R
current,6,CA,37,139975.7007557566,34782.8247016175,D
current,6,CA,38,151455.01156584712,47388.64168011823,D
current,6,CA,39,204617.2696653988,76307.47759539975,D
current,6,CA,40,74012.22351692006,38355.984336694746,D
current,6,CA,41,108402.98170421619,61247.8702393084,D
current,6,CA,42,135976.14366201777,95502.34568350205,D
current,6,CA,43,153132.70884693624,28698.0511972893,D
current,6,CA,44,99669.52762794102,32528.786641255676,D
current,6,CA,45,145235.73140397342,124789.93107144754,D
current,6,CA,46,103282.50931590723,72557.52184544488,D
current,6,CA,47,175949.7454281785,48224.26836365338,D
current,6,CA,48,139802.02570340887,149817.63884516753,R
current,6,CA,49,118962.01478288267,142588.70704119003,R
current,6,CA,50,107558.94774624323,123708.18259924004,R
current,6,CA,51,134641.44951398863,59755.53396941819,D
current,6,CA,52,218861.63389266812,93843.57425657037,D
current,6,CA,53,179800.22313565924,79362.83830301977,D
current,8,CO,1,271988.44204460504,82627.72781231298,D
current,8,CO,2,255473.67944931713,148677.34701671344,D
current,8,CO,3,145204.8374084564,172469.82268750004,R
current,8,CO,4,152748.74016038075,217310.62104852006,R
current,8,CO,5,127478.02302025126,185140.07217177263,R
current,8,CO,6,187919.9125922131,141581.47448320477,D
current,8,CO,7,202397.36532477633,131964.934779976,D
current,9,CT,1,181342.91382694046,96030.81213623592,D
current,9,CT,2,170421.28081239018,104166.64013078748,D
current,9,CT,3,176151.11354126592,100065.43216891211,D
current,9,CT,4,166415.3026335096,105399.60505582782,D
current,9,CT,5,155010.38918589387,114858.51050823662,D
current,10,DE,At Large,227353.0,125384.0,D
current,12,FL,1,106171.39816477284,216138.18560258488,R
current,12,FL,2,92686.27315659681,192914.82412713577,R
current,12,FL,3,133711.36833358897,172732.72551607408,R
current,12,FL,4,143261.66378433732,222114.77976638093,R
current,12,FL,5,163186.05902352472,117323.29503260535,D
current,12,FL,6,145050.68235346873,189274.03893626458,R
current,12,FL,7,133711.4239079241,111701.76378501764,D
current,12,FL,8,143206.5822420284,216776.20769888788,R
current,12,FL,9,134994.30132984626,112406.84688336492,D
current,12,FL,10,78699.69695792749,39250.96693024433,D
current,12,FL,11,129580.6611584645,251266.0128237534,R
current,12,FL,12,131518.42541434607,182638.81941790128,R
current,12,FL,13,182634.18516429974,143680.98265098687,D
current,12,FL,14,67762.85718178879,63247.49213545431,D
current,12,FL,15,96267.61403512183,109507.30425409124,R
current,12,FL,16,134571.1159124041,173666.79440832758,R
current,12,FL,17,123532.74735948892,194658.65857259728,R
current,12,FL,18,110212.60190803627,134225.36275076232,R
current,12,FL,19,124970.76594300206,208520.596478606,R
current,12,FL,20,109189.13254082469,41222.479619452904,D
current,12,FL,21,52255.638072788934,56655.316764791634,R
current,12,FL,22,100611.52452812978,78542.82116770455,D
current,12,FL,23,111894.59080463015,81754.69492188678,D
current,12,FL,24,100350.18491042807,52535.07495801371,D
current,12,FL,25,84602.33375723867,121142.50283975442,R
current,12,FL,26,88591.59047194447,94316.85199816567,R
current,12,FL,27,81343.58158304777,97201.5999591899,R
current,13,GA,1,105349.18728907597,143691.0214000488,R
current,13,GA,2,125056.0178360196,91941.50958009633,D
current,13,GA,3,105809.12702247946,187402.32658858146,R
current,13,GA,4,171786.1546130912,69315.86239124092,D
