PRECINCT	DEM	REP	TOTAL
caly	179	370	549
kena	1059	840	1899
rose	597	532	1129
fais	461	439	900
wall	1477	1454	2931
lock	67	209	276
albe	196	604	800
wars	1358	643	2001
char	572	342	914
glis	123	344	467
cfrk	71	394	465
chin	175	426	601
magn	515	364	879
cyck	168	689	857
rock	304	351	655
smca	188	588	776
wolf	292	677	969
beul	440	1480	1920
hall	342	481	823
