PRECINCT	DEM	REP	TOTAL
ut14	728	1947	2675
cf11	556	1389	1945
ct03	93	49	142
uh08	458	135	593
mh07	56	205	261
mt19	699	1453	2152
sc13	786	1586	2372
cs04	296	388	684
cl05	644	363	1007
nb01	488	739	1227
sp15	674	1597	2271
sh12	334	1000	1334
lc09	355	712	1067
lu16	241	510	751
sb02	892	1126	2018
rp20	572	676	1248
pl10	66	246	312
gr06	491	513	1004
uu17	337	366	703
lt18	691	2035	2726
