PRECINCT	DEM	REP	TOTAL
0047-b	382	453	835
0015	214	698	912
0014	233	1015	1248
0013	395	1428	1823
0012	197	1062	1259
0011	336	1399	1735
0035	561	394	955
0034	732	594	1326
0051	812	1362	2174
0036	469	789	1258
0031	820	441	1261
0019	150	257	407
0018	122	212	334
0047-a	739	626	1365
0039	574	477	1051
0038	602	772	1374
0066	445	760	1205
0053	405	938	1343
0064	178	345	523
0065	180	510	690
0062	199	350	549
0052	320	494	814
0022	393	846	1239
0020	268	383	651
0021	323	559	882
0001	732	1298	2030
0024	584	1085	1669
0003	216	561	777
0040	416	695	1111
0029-b	211	469	680
0029-a	156	581	737
0070	527	1033	1560
0048	636	799	1435
