PRECINCT	DEM	REP	TOTAL
023	476	1002	1478
022	311	1491	1802
010	579	245	824
011	285	1536	1821
012	272	1453	1725
013	314	1636	1950
014	299	615	914
015	1127	1846	2973
016	1062	2276	3338
033	550	1071	1621
018	521	1369	1890
019	1165	2504	3669
030	1139	1818	2957
031	911	1457	2368
036	444	885	1329
017b	869	2142	3011
034	656	1625	2281
035	422	1009	1431
032	630	1625	2255
042	476	801	1277
029a	1412	1715	3127
029c	475	1012	1487
029b	425	787	1212
037b	297	855	1152
037a	1298	1982	3280
003	422	282	704
002	749	365	1114
001	438	176	614
026	349	940	1289
007	870	1440	2310
006	320	933	1253
005	722	1234	1956
004	677	142	819
038b	599	1093	1692
017a	707	1479	2186
009	672	298	970
008	994	600	1594
043	484	82	566
024	389	1245	1634
041	793	1893	2686
040	787	1893	2680
025	396	922	1318
020b	772	1978	2750
020a	1064	1590	2654
027	319	921	1240
039	327	1172	1499
038a	902	1311	2213
021	375	1263	1638
028d	1034	1908	2942
028b	778	1824	2602
028c	720	1731	2451
028a	1087	2323	3410
