PRECINCT	DEM	REP	TOTAL
gr	456	1331	1787
cc	824	1660	2484
cb	242	598	840
ef	525	1043	1568
ar	369	658	1027
at	726	1530	2256
gm	303	556	859
ev	586	1257	1843
cv	142	213	355
es	501	938	1439
hv-1	835	832	1667
hv-3	909	793	1702
hv-2	826	788	1614
pv	602	978	1580
nm	771	1328	2099
rr	245	418	663
nb	706	1772	2478
lj	620	918	1538
ne	463	713	1176
rg	541	1127	1668
lp	646	703	1349
ed	483	1184	1667
nw	549	817	1366
pr	584	1144	1728
fr	959	1563	2522
bc	238	364	602
hs	635	1091	1726
bk	331	501	832
hc	731	1534	2265
fl	1213	1672	2885
mg	251	454	705
sw	657	1095	1752
sm	775	1776	2551
sb	472	1436	1908
se	306	533	839
