PRECINCT	DEM	REP	TOTAL
pr38	302	1094	1396
pr33	687	1892	2579
pr32	673	1250	1923
pr30	1038	1312	2350
pr37	926	1788	2714
pr36	596	1281	1877
pr35	985	2064	3049
pr34	2059	1849	3908
pr07	519	1371	1890
pr04	331	525	856
pr23a	894	1834	2728
pr11a	936	1184	2120
pr11b	1447	1730	3177
pr23b	745	1462	2207
pr08	320	1018	1338
pr09	1330	2055	3385
pr28	992	1482	2474
pr12a	1219	1710	2929
pr12b	1245	1811	3056
pr27a	669	541	1210
pr27b	863	1013	1876
pr20	840	1155	1995
pr21	459	1275	1734
pr22	706	1350	2056
pr24	893	486	1379
pr25	875	710	1585
pr26	988	468	1456
pr31b	1400	2225	3625
pr10b	471	951	1422
pr31a	698	1210	1908
pr29b	2080	3611	5691
pr29a	1270	2544	3814
pr13	528	1268	1796
pr14	369	1236	1605
pr19	348	790	1138
pr10a	1123	742	1865
