PRECINCT	DEM	REP	TOTAL
ch	861	133	994
co	1725	309	2034
eh	1457	283	1740
wd	1712	381	2093
cc	1221	417	1638
cb	1142	124	1266
ca	402	399	801
ef	791	738	1529
cg	587	519	1106
cf	1315	401	1716
cx	2010	1690	3700
gb	1774	887	2661
cp	1406	1023	2429
cw	835	1219	2054
es	1068	195	1263
gr	1280	285	1565
gl	1289	455	1744
lc	1714	201	1915
nc	1712	247	1959
eno	992	931	1923
to	592	502	1094
rf	1254	279	1533
pa	2501	945	3446
th	1428	108	1536
ns	1658	401	2059
dm	1582	330	1912
wc	861	455	1316
bc	1189	306	1495
ea	1277	427	1704
da	1916	402	2318
ww	935	253	1188
bp	612	133	745
li	1193	436	1629
wh	1429	403	1832
hf	2288	598	2886
mf	1619	458	2077
og	1746	952	2698
h	693	122	815
km	1328	335	1663
sj	1873	406	2279
wds	382	31	413
sm	1097	1023	2120
ow	1714	178	1892
cs1	859	462	1321
