PRECINCT	DEM	REP	TOTAL
19-14	1030	1144	2174
13-05	1149	427	1576
17-06	781	766	1547
15-03	1346	2168	3514
12-08	1792	1496	3288
01-06	1570	677	2247
07-07a	295	169	464
13-11	1268	1293	2561
13-10	2343	2201	4544
19-04	2961	2782	5743
12-01	1687	2575	4262
09-03	994	1173	2167
09-02	1689	894	2583
09-01	858	916	1774
04-20	1605	830	2435
01-49	1627	604	2231
04-21	964	402	1366
01-47	944	900	1844
01-46	1906	289	2195
01-45	862	603	1465
01-44	1920	889	2809
01-43	1228	488	1716
01-42	1073	1244	2317
01-41	1184	372	1556
01-40	2940	169	3109
17-01	1534	553	2087
07-12	1363	744	2107
06-08	985	781	1766
05-07	3504	1550	5054
05-06	2142	1790	3932
05-05	3393	2096	5489
05-03	1404	1286	2690
05-01	1856	1309	3165
05-08	1533	709	2242
04-13	2014	1553	3567
04-12	1311	979	2290
04-11	845	352	1197
04-10	1260	936	2196
04-17	981	544	1525
04-16	1081	651	1732
04-15	1189	749	1938
04-14	806	597	1403
01-50	1946	112	2058
01-51	556	368	924
04-19	868	593	1461
04-18	1288	792	2080
15-01	1398	1881	3279
07-10	2406	1364	3770
14-02	1576	3023	4599
02-06	895	1301	2196
02-04	803	1158	1961
02-05	404	458	862
02-02	1929	2519	4448
02-03	1034	1419	2453
02-01	1255	1292	2547
13-01	2677	600	3277
01-07a	193	22	215
16-07	1535	1119	2654
16-06	771	381	1152
16-05	1125	918	2043
16-04	1214	899	2113
07-09	1602	937	2539
16-02	3037	646	3683
16-01	999	1027	2026
07-05	952	532	1484
07-04	2198	1049	3247
07-07	1730	1196	2926
07-06	1505	1317	2822
07-01	897	479	1376
07-03	766	569	1335
07-02	780	543	1323
17-11	2495	736	3231
17-10	620	284	904
04-08	1295	594	1889
04-09	1010	960	1970
04-04	854	473	1327
04-05	1785	1061	2846
04-06	1394	941	2335
04-07	1032	1337	2369
19-11	1058	1195	2253
04-01	1074	632	1706
04-02	1257	757	2014
04-03	1033	543	1576
06-10	993	1257	2250
01-29	1114	887	2001
01-28	2691	465	3156
17-05	2218	808	3026
16-03	788	387	1175
01-27	1242	230	1472
01-26	1786	99	1885
01-21	2101	860	2961
01-20	1741	254	1995
01-22	2850	130	2980
03-00	1325	1525	2850
17-07	2425	411	2836
11-02	2066	1364	3430
11-01	2348	1332	3680
18-04	1589	1558	3147
17-02	424	335	759
17-03	3407	1446	4853
14-01	236	375	611
07-13	1128	702	1830
08-11	1888	1227	3115
08-10	1277	831	2108
18-08	1675	1336	3011
17-08	3961	2042	6003
17-09	2429	237	2666
19-09	1517	1856	3373
18-01	2607	1014	3621
19-07	1122	1097	2219
18-03	1053	865	1918
18-02	1662	2125	3787
18-05	2034	2010	4044
19-03	1055	1276	2331
18-07	1138	1524	2662
18-06	2064	1039	3103
20-06a	1994	1539	3533
06-07	1399	1224	2623
06-04	1460	1244	2704
20-06b	1331	1447	2778
01-36	945	989	1934
06-06	2062	2078	4140
01-34	1119	46	1165
01-35	1569	49	1618
01-32	1348	520	1868
01-33	779	428	1207
01-30	611	463	1074
01-31	1995	520	2515
10-01	364	628	992
10-03	1172	873	2045
10-02	1575	1257	2832
01-38	1276	455	1731
06-05	1109	1555	2664
08-08	1808	1678	3486
08-09	1022	608	1630
01-37	897	629	1526
08-02	1860	1322	3182
08-03	2369	1712	4081
08-04	722	726	1448
08-05	956	824	1780
08-06	1241	470	1711
08-07	1062	1125	2187
06-09	1762	2179	3941
15-02	1983	2149	4132
20-10	1451	1048	2499
01-09	763	231	994
20-12	1016	1066	2082
20-15	1724	1010	2734
20-14	2569	1893	4462
15-04	821	947	1768
20-16	1508	816	2324
01-03	1024	714	1738
01-02	1091	485	1576
01-01	1163	435	1598
01-07	1197	439	1636
19-17	2516	1329	3845
01-05	514	400	914
01-04	599	424	1023
19-16	1133	1032	2165
07-11	583	442	1025
19-10	2738	3609	6347
19-13	973	703	1676
19-12	2075	2230	4305
10-04	3116	2008	5124
01-14	2234	571	2805
01-15	857	659	1516
01-16	1437	678	2115
01-17	461	422	883
01-10	853	424	1277
01-11	837	939	1776
01-12	904	576	1480
01-13	1028	245	1273
01-18	1406	771	2177
01-19	1306	40	1346
20-03	1460	1413	2873
12-09	1352	1757	3109
20-01	1530	1188	2718
20-04	1602	1165	2767
20-05	1499	1582	3081
12-02	1704	1647	3351
20-08	1818	1703	3521
20-09	1153	1080	2233
12-07	888	1145	2033
12-06	1171	1596	2767
12-05	2488	3247	5735
12-04	1113	2085	3198
16-09	1575	936	2511
01-25	533.0	30.0	490.0
01-23	3199.0	1707.0	4979.0
20-17	1458	1227	2685
19-05	973	1491	2464
16-08	4854	721	5575
17-04	2927	1548	4475
01-48	1379	414	1793
19-15	918	1114	2032
01-39	1438	642	2080
13-02	855	778	1633
20-11	1433	1523	2956
13-06	1405	1034	2439
13-07	1304	516	1820
13-08	1616	376	1992
13-09	2439	730	3169
