PRECINCT	DEM	REP	TOTAL
sw	175	513	688
ph2	168	590	758
ph1	105	348	453
n	758	1332	2090
k3	640	147	787
k2	526	17	543
k1	496	12	508
k7	989	203	1192
k6	1108	166	1274
k5	702	204	906
k4	893	848	1741
k9	890	450	1340
k8	637	5	642
fc	913	1951	2864
c	733	777	1510
i	373	760	1133
t2	146	494	640
mh	1248	1187	2435
t1	207	683	890
sh	137	384	521
w	161	646	807
v	799	634	1433
