PRECINCT	DEM	REP	TOTAL
gr	333	1422	1755
sclay	328	1177	1505
sum4	310	1137	1447
sum3	242	683	925
sum2	921	491	1412
sum1	1015	509	1524
h27-b	500	592	1092
fr4	453	670	1123
fr2	756	906	1662
h27-a	855	956	1811
g08	1247	310	1557
g09	1614	314	1928
g04	1130	91	1221
g05	1024	65	1089
g06	1022	41	1063
g07	967	300	1267
g01	783	94	877
g02	580	218	798
g40b	547	543	1090
stok	743	2005	2748
g31	613	522	1135
g30	621	722	1343
g33	681	657	1338
g32	1007	950	1957
g35	577	443	1020
g34	781	706	1487
g37	1337	428	1765
g36	843	506	1349
g39	684	388	1072
g38	1081	708	1789
cg3b	1086	946	2032
cg3a	673	648	1321
g41b	696	636	1332
g41a	606	483	1089
mon2a	1623	533	2156
mon2b	850	436	1286
ndri	418	1362	1780
h15	669	584	1253
or2	562	1329	1891
or1	783	1900	2683
h16	430	490	920
cg1	1007	783	1790
cg2	744	774	1518
g40a1	638	588	1226
g40a2	479	393	872
g26	1685	540	2225
g27	1130	1049	2179
g24	621	262	883
g25	871	523	1394
g22	601	765	1366
g23	620	408	1028
g20	892	909	1801
g21	1331	1090	2421
g28	514	327	841
g29	750	420	1170
mon3	1062	1934	2996
mon1	1105	560	1665
fen1	1982	765	2747
h19b	358	302	660
h19a	795	107	902
fen2	479	937	1416
h29a	851	596	1447
h29b	1045	684	1729
h20b	363	500	863
h20a	480	422	902
g53	1877	138	2015
g52	1158	120	1278
g51	812	332	1144
g50	1593	331	1924
g57	1117	256	1373
g56	934	246	1180
g55	1525	287	1812
g54	1596	204	1800
g59	775	202	977
g58	1268	193	1461
smad	798	1011	1809
nmad	723	864	1587
h09	930	30	960
h08	580	44	624
h03	721	178	899
h02	469	535	1004
h01	764	307	1071
h07	829	70	899
h06	1185	749	1934
h05	1162	188	1350
h04	968	544	1512
g43	1297	541	1838
g44	1232	289	1521
g45	2142	406	2548
g46	1759	99	1858
g47	1448	307	1755
g48	1615	475	2090
g49	651	140	791
nwash	185	737	922
gib	786	949	1735
jef1	911	1080	1991
fr3	605	585	1190
jef3	2277	481	2758
jef2	1125	676	1801
pg2	500	1462	1962
jef4	643	748	1391
pg1	462	783	1245
h18	992	259	1251
sdri	1293	2269	3562
h10	1256	162	1418
h11	955	164	1119
h12	613	267	880
h13	520	720	1240
h14	362	749	1111
rc1	1214	1190	2404
rc2	1384	1602	2986
h17	556	227	783
g75	1141	98	1239
g74	1507	38	1545
fr1	1757	957	2714
g71	1482	42	1524
g70	1491	49	1540
g73	1057	36	1093
g72	1457	89	1546
swash	141	516	657
ncgr2	491	1162	1653
ncgr1	772	1524	2296
g03	1244	78	1322
sf4	1006	1703	2709
sf2	351	884	1235
sf3	915	1210	2125
sf1	742	1649	2391
h28	1209	942	2151
h25	1046	1532	2578
h24	742	968	1710
h26	682	824	1506
h21	442	595	1037
h23	381	639	1020
h22	481	377	858
g68	1247	33	1280
g69	1383	134	1517
g42a	759	724	1483
g62	601	359	960
g63	874	466	1340
g60	903	271	1174
g61	1093	258	1351
g66	995	730	1725
g67	955	24	979
g64	1369	430	1799
g65	1042	616	1658
jam4	541	1136	1677
g42b	0.0	0.0	0.0
jam5	238	751	989
nclay1	700	1191	1891
nclay2	289	790	1079
g16	654	516	1170
g15	742	309	1051
jam1	865	1199	2064
jam2	612	750	1362
jam3	594	813	1407
g19	567	577	1144
g18	461	593	1054
g17	669	578	1247
fr5b	400	637	1037
fr5a	657	808	1465
g14	651	291	942
g13	798	326	1124
g12	692	172	864
g11	814	286	1100
g10	1522	324	1846
