PRECINCT	DEM	REP	TOTAL
g2e-2	1427	254	1681
ah49	1516	564	2080
g2e-1	1069	226	1295
cl57-1	1383	531	1914
cl57-2	1498	381	1879
cc12	365	818	1183
lr63	1929	574	2503
cc13	1302	80	1382
cc34	622	790	1412
g10a	1415	1671	3086
g10b	849	810	1659
g10c	840	1353	2193
g5b-1	1756	219	1975
g5b-2	1166	320	1486
g2c-1	1007	629	1636
cu02	697	510	1207
g3a-1	1510	678	2188
cc10	468	296	764
g2c-2	1004	899	1903
g5a-1	1212	427	1639
g5c	923	427	1350
cc19	473	22	495
li65	799	1343	2142
g7a	274	589	863
g9a	928	910	1838
g7b	281	543	824
g1b	1122	1535	2657
g1a	959	387	1346
g5a-2	882	587	1469
cc21	1461	595	2056
g3c	401	466	867
g3b	407	255	662
cc24	515	325	840
cc25	678	461	1139
cc26	1507	513	2020
cc27	1634	480	2114
cc06	361	379	740
cc07	304	422	726
cc04	382	350	732
cc05	1099	139	1238
al51	1148	1957	3105
cc01	1262	160	1422
g8d	862	959	1821
cc14	765	995	1760
g8a	1328	792	2120
g8b	745	663	1408
g8c	847	506	1353
eo61-2	605	771	1376
g9b-1	1226	1202	2428
g9b-2	1280	1294	2574
eo61-1	779	1178	1957
g11b	747	801	1548
sh77	712	932	1644
cc29	914	402	1316
cc18	414	674	1088
g3a-2	872	555	1427
cc08	408	568	976
g4a	531	390	921
g4b	566	602	1168
g4c	783	370	1153
g6b	260	504	764
g6c	564	721	1285
g6a	923	1998	2921
cc03	467	232	699
cc33	966	525	1491
cc32	659	138	797
g2d	1417	1177	2594
g2b	1799	983	2782
cc31	746.0	470.0	1223.0
cc17	1404.0	206.0	1603.0
g2a	1957	911	2868
g11a-2	1028	315	1343
g11a-1	1089	335	1424
mr02	1134	567	1701
cc15	773	1022	1795
mb62	1304	329	1633
cc16	1343	35	1378
