State,County,District,DemVotes,RepVotes,OtherVotes
illinois,Marshall,18,1345,3368,0
illinois,Cass,18,1307,3188,0
illinois,Schuyler,18,861,2242,0
illinois,Scott,18,405,1628,0
illinois,Brown,18,347,1536,0
illinois,Stark,18,427,1173,0
illinois,Hancock,18,331,930,0
illinois,St. Clair,12,55563,37928,3190
illinois,Madison,12,18673,16023,1555
illinois,Williamson,12,8846,17958,693
illinois,Franklin,12,5065,9850,359
illinois,Jackson,12,6417,7956,405
illinois,Jefferson,12,4539,9068,359
illinois,Monroe,12,3937,7863,269
illinois,Randolph,12,3200,6472,234
illinois,Perry,12,2627,5819,143
illinois,Union,12,2406,4988,200
illinois,Pulaski,12,933,1442,34
illinois,Alexander,12,1099,1084,51
illinois,Madison,15,7957,15542,0
illinois,Champaign,15,6109,13323,0
illinois,Coles,15,6507,10457,0
illinois,Vermilion,15,4370,10852,0
illinois,Effingham,15,3148,11117,0
illinois,Clinton,15,3365,9930,0
illinois,Saline,15,2694,6663,0
illinois,Shelby,15,2342,6826,0
illinois,Fayette,15,1703,5529,0
illinois,Clark,15,1812,4262,0
illinois,Washington,15,1394,4622,0
illinois,Edgar,15,1708,4224,0
illinois,White,15,1444,4407,0
illinois,Richland,15,1094,4431,0
illinois,Wayne,15,909,4495,0
illinois,Massac,15,1443,3937,0
illinois,Douglas,15,1290,3958,0
illinois,Johnson,15,1215,3940,0
illinois,Moultrie,15,1631,3479,0
illinois,Clay,15,1034,3794,0
illinois,Bond,15,1575,3098,0
illinois,Wabash,15,990,3588,0
illinois,Jasper,15,1099,3309,0
illinois,Cumberland,15,1051,3243,0
illinois,Lawrence,15,1287,3003,0
illinois,Crawford,15,1360,2883,0
illinois,Hamilton,15,857,2577,0
illinois,Edwards,15,418,1997,0
illinois,Ford,15,461,1673,0
illinois,Gallatin,15,711,1358,0
illinois,Pope,15,396,1371,0
illinois,Hardin,15,430,1251,0
illinois,Marion,15,0,0,0
illinois,Champaign,13,40656,18079,0
illinois,Madison,13,18672,23063,0
illinois,Macon,13,16065,22843,0
illinois,Sangamon,13,19856,16291,0
illinois,McLean,13,11795,7126,0
illinois,Macoupin,13,6976,10894,0
illinois,Christian,13,3463,9441,0
illinois,Montgomery,13,3948,7432,0
illinois,Jersey,13,2769,5904,0
illinois,Piatt,13,2622,4981,0
illinois,De Witt,13,1813,4370,0
illinois,Greene,13,1326,2982,0
illinois,Calhoun,13,808,1446,0
illinois,Bond,13,674,1190,0
illinois,Winnebago,16,17900,26439,0
illinois,Grundy,16,6854,12357,0
illinois,DeKalb,16,9804,8264,0
illinois,Boone,16,7417,10502,0
illinois,Bureau,16,5212,8400,0
illinois,LaSalle,16,5165,7218,0
illinois,Livingston,16,3265,8782,0
illinois,Will,16,3667,6941,0
illinois,Lee,16,2182,2304,0
illinois,Ford,16,582,2283,0
illinois,Putnam,16,1089,1485,0
illinois,Iroquois,16,245,1054,0
illinois,Stark,16,130,318,0
illinois,Ogle,16,0,0,0
illinois,Rock Island,17,32672,17966,0
illinois,Whiteside,17,13189,8138,0
illinois,Henry,17,10364,9004,0
illinois,Knox,17,10822,6580,0
illinois,Tazewell,17,8287,6102,0
illinois,Stephenson,17,7159,6456,0
illinois,Fulton,17,7842,4714,0
illinois,JoDaviess,17,5102,4117,0
illinois,Mercer,17,3951,3032,0
illinois,Warren,17,3347,2747,0
illinois,Winnebago,17,3104,2956,0
illinois,Carroll,17,3161,2789,0
illinois,Peoria,17,3184,722,0
illinois,Henderson,17,527,470,0
illinois,Will,11,64953,36173,0
illinois,DuPage,11,48640,31308,0
illinois,Kane,11,18961,7685,0
illinois,Kendall,11,8004,4742,0
illinois,Cook,11,526,687,0
illinois,Cook,8,60495,30148,0
illinois,DuPage,8,47095,28209,0
illinois,Kane,8,12405,5191,0
illinois,Cook,9,177730,67564,0
illinois,Lake,10,115841,62157,0
illinois,Cook,10,34000,17360,0
illinois,Cook,1,140023,25880,11117
illinois,Will,1,14843,21925,4076
illinois,Cook,2,130625,13680,0
illinois,Kankakee,2,16283,19983,0
illinois,Will,2,10869,7803,0
illinois,Cook,3,128983,42514,0
illinois,Will,3,18198,11576,0
illinois,DuPage,3,331,176,0
illinois,Cook,4,121785,19693,0
illinois,Cook,5,165191,45727,0
illinois,DuPage,5,14519,12686,0
illinois,DuPage,6,87336,73770,0
illinois,Kane,6,22098,19014,0
illinois,Cook,6,19966,17607,0
illinois,Lake,6,13199,14408,0
illinois,McHenry,6,10253,10498,0
illinois,Cook,7,174723,24119,0
illinois,Kane,14,40746,38419,0
illinois,McHenry,14,20345,24174,0
illinois,Lake,14,21088,18813,0
illinois,Will,14,22522,17151,0
illinois,Kendall,14,16382,15582,0
illinois,DeKalb,14,6857,6165,0
illinois,DuPage,14,4007,2391,0
indiana,Allen,3,54605,70837,0
indiana,Kosciusko,3,4022,12751,0
indiana,DeKalb,3,4027,9906,0
indiana,Noble,3,3865,9841,0
indiana,Whitley,3,3418,9899,0
indiana,Huntington,3,3390,9665,0
indiana,Steuben,3,3709,8468,0
indiana,Adams,3,2841,8321,0
indiana,Wells,3,2460,8265,0
indiana,LaGrange,3,1957,5684,0
indiana,Jay,3,1867,4408,0
indiana,Blackford,3,260,609,0
indiana,Republican,6,0,0,0
indiana,Democratic,6,0,0,0
indiana,Libertarian,6,0,0,0
indiana,Republican,4,0,0,0
indiana,Democratic,4,0,0,0
indiana,Hamilton,5,53362,83675,0
indiana,Marion,5,57485,75153,0
indiana,Madison,5,16507,27185,0
indiana,Grant,5,5906,14026,0
indiana,Boone,5,6095,9391,0
indiana,Tipton,5,1409,4693,0
indiana,Howard,5,984,3189,0
indiana,Blackford,5,854,2103,0
indiana,27-Oct,9,0,0,0
indiana,Republican,8,0,0,0
indiana,Democratic,8,0,0,0
indiana,Democratic,2,0,0,0
indiana,Republican,2,0,0,0
indiana,Democratic,1,0,0,0
indiana,Republican,1,0,0,0
indiana,Marion,7,162058,88389,0
iowa,Polk,3,110399,79373,6598
iowa,Dallas,3,18525,21048,1241
iowa,Pottawattamie,3,14030,18170,1542
iowa,Warren,3,10240,12681,888
iowa,Madison,3,2578,4732,273
iowa,Mills,3,2121,3915,216
iowa,Cass,3,1777,3829,165
iowa,Page,3,1733,3767,113
iowa,Guthrie,3,1616,3152,210
iowa,Union,3,1706,2925,209
iowa,Montgomery,3,1203,2628,116
iowa,Adair,3,1067,2205,124
iowa,Fremont,3,986,1915,92
iowa,Taylor,3,672,1682,71
iowa,Ringgold,3,716,1492,65
iowa,Adams,3,517,1149,60
iowa,Linn,1,57119,40522,3311
iowa,Black Hawk,1,29661,22105,1338
iowa,Dubuque,1,22318,19255,1083
iowa,Marshall,1,6606,7121,404
iowa,Benton,1,4699,6465,407
iowa,Bremer,1,5159,5893,327
iowa,Winneshiek,1,5100,4364,391
iowa,Jones,1,3781,4486,286
iowa,Jackson,1,3786,4476,227
iowa,Buchanan,1,3972,4164,306
iowa,Poweshiek,1,3933,4034,229
iowa,Fayette,1,3701,4167,325
iowa,Clayton,1,3282,4295,256
iowa,Iowa,1,3087,4185,287
iowa,Delaware,1,2805,4472,209
iowa,Tama,1,3201,3743,235
iowa,Allamakee,1,2346,3069,225
iowa,Mitchell,1,1836,2518,147
iowa,Howard,1,1587,1878,144
iowa,Worth,1,1520,1861,109
iowa,Scott,2,38241,28996,1604
iowa,Johnson,2,48932,16982,1635
iowa,Clinton,2,9842,7716,399
iowa,Jasper,2,7523,7626,469
iowa,Des Moines,2,8497,6097,365
iowa,Marion,2,5621,8786,420
iowa,Muscatine,2,7789,6564,424
iowa,Lee,2,6481,5558,321
iowa,Wapello,2,5772,5166,344
iowa,Washington,2,4253,4575,226
iowa,Mahaska,2,2705,5475,241
iowa,Cedar,2,4098,3725,216
iowa,Henry,2,3204,3926,239
iowa,Jefferson,2,4187,2639,174
iowa,Appanoose,2,2052,2768,126
iowa,Keokuk,2,1569,2370,87
iowa,Louisa,2,1679,2031,81
iowa,Clarke,2,1518,1933,148
iowa,Lucas,2,1278,2068,100
iowa,Monroe,2,1294,1717,92
iowa,Davis,2,1388,1645,66
iowa,Van Buren,2,1192,1632,67
iowa,Decatur,2,1122,1651,112
iowa,Wayne,2,884,1405,59
iowa,Story,4,27400,13440,1424
iowa,Woodbury,4,18655,15695,723
iowa,Cerro Gordo,4,10642,7593,572
iowa,Sioux,4,3673,10811,239
iowa,Webster,4,6911,6698,381
iowa,Boone,4,6338,5342,366
iowa,Plymouth,4,4025,6452,189
iowa,Carroll,4,4043,4615,187
iowa,Dickinson,4,3931,4676,174
iowa,Kossuth,4,3159,3923,157
iowa,Hardin,4,3015,3891,209
iowa,Clay,4,3113,3544,173
iowa,Buena Vista,4,3175,3227,159
iowa,Hamilton,4,2935,3215,174
iowa,Floyd,4,3187,2835,206
iowa,Butler,4,2199,3674,191
iowa,Harrison,4,2218,3532,185
iowa,Grundy,4,2021,3527,323
iowa,O'Brien,4,1912,3782,108
iowa,Crawford,4,2239,3011,139
iowa,Chickasaw,4,2345,2671,163
iowa,Lyon,4,1351,3707,93
iowa,Cherokee,4,2359,2701,87
iowa,Shelby,4,1806,3056,135
iowa,Wright,4,2085,2650,149
iowa,Hancock,4,1832,2757,156
iowa,Winnebago,4,2170,2223,177
iowa,Sac,4,1682,2543,79
iowa,Calhoun,4,1838,2312,116
iowa,Humboldt,4,1465,2481,104
iowa,Franklin,4,1707,2221,119
iowa,Greene,4,1944,1999,102
iowa,Monona,4,1667,2052,79
iowa,Emmet,4,1742,1879,97
iowa,Palo Alto,4,1701,1925,69
iowa,Pocahontas,4,1199,1826,88
iowa,Ida,4,1115,1751,61
iowa,Audubon,4,1229,1376,56
iowa,Osceola,4,709,1663,48
kansas,Shawnee,2,36714,27649,3695
kansas,Douglas,2,33465,11623,1742
kansas,Leavenworth,2,10511,13801,1431
kansas,Crawford,2,6595,7348,1131
kansas,Montgomery,2,2594,6600,411
kansas,Franklin,2,3132,5396,591
kansas,Miami,2,2594,4736,416
kansas,Jefferson,2,2978,3933,451
kansas,Cherokee,2,2077,4313,428
kansas,Labette,2,2261,3464,459
kansas,Osage,2,2160,3600,374
kansas,Atchison,2,2077,2991,316
kansas,Neosho,2,1716,3118,424
kansas,Jackson,2,1788,3018,360
kansas,Bourbon,2,1386,3072,320
kansas,Nemaha,2,1120,3088,221
kansas,Allen,2,1502,2486,319
kansas,Linn,2,856,2591,206
kansas,Coffey,2,880,2280,222
kansas,Brown,2,985,2101,222
kansas,Wilson,2,762,2018,181
kansas,Anderson,2,752,1756,168
kansas,Doniphan,2,591,1876,99
kansas,Marshall,2,637,1249,133
kansas,Woodson,2,289,793,82
kansas,Sedgwick,4,70822,88508,0
kansas,Butler,4,7409,16001,0
kansas,Harvey,4,5241,7734,0
kansas,Cowley,4,3492,6669,0
kansas,Sumner,4,2402,5436,0
kansas,Pratt,4,900,2281,0
kansas,Kingman,4,687,2241,0
kansas,Greenwood,4,497,1598,0
kansas,Harper,4,411,1569,0
kansas,Barber,4,294,1428,0
kansas,Stafford,4,307,1295,0
kansas,Edwards,4,244,887,0
kansas,Chautauqua,4,202,917,0
kansas,Elk,4,178,852,0
kansas,Kiowa,4,135,778,0
kansas,Comanche,4,127,566,0
kansas,Pawnee,4,30,102,0
kansas,Reno,1,7039,13222,0
kansas,Riley,1,9376,9254,0
kansas,Saline,1,7112,10766,0
kansas,McPherson,1,3574,7256,0
kansas,Lyon,1,4792,5739,0
kansas,Ellis,1,3244,6893,0
kansas,Pottawatomie,1,2585,6905,0
kansas,Barton,1,2132,6258,0
kansas,Finney,1,2976,5235,0
kansas,Ford,1,2368,4336,0
kansas,Dickinson,1,1911,4664,0
kansas,Geary,1,2396,3482,0
kansas,Marion,1,1192,3360,0
kansas,Seward,1,1181,2467,0
kansas,Cloud,1,1195,1969,0
kansas,Clay,1,1088,2014,0
kansas,Wabaunsee,1,842,2204,0
kansas,Rice,1,748,2292,0
kansas,Thomas,1,524,2363,0
kansas,Russell,1,613,2008,0
kansas,Mitchell,1,567,1846,0
kansas,Ottawa,1,658,1717,0
kansas,Ellsworth,1,626,1570,0
kansas,Morris,1,630,1525,0
kansas,Phillips,1,335,1787,0
kansas,Rooks,1,343,1732,0
kansas,Pawnee,1,564,1494,0
kansas,Sherman,1,348,1696,0
kansas,Republic,1,536,1440,0
kansas,Washington,1,479,1434,0
kansas,Scott,1,258,1564,0
kansas,Norton,1,301,1506,0
kansas,Marshall,1,681,1088,0
kansas,Grant,1,347,1409,0
kansas,Gray,1,322,1395,0
kansas,Smith,1,304,1269,0
kansas,Osborne,1,314,1151,0
kansas,Stevens,1,165,1282,0
kansas,Meade,1,246,1064,0
kansas,Rush,1,261,1022,0
kansas,Lincoln,1,274,954,0
kansas,Trego,1,260,961,0
kansas,Rawlins,1,195,998,0
kansas,Chase,1,372,808,0
kansas,Jewell,1,220,942,0
kansas,Ness,1,151,983,0
kansas,Logan,1,159,965,0
kansas,Decatur,1,189,911,0
kansas,Sheridan,1,143,957,0
kansas,Haskell,1,220,866,0
kansas,Gove,1,158,902,0
kansas,Kearny,1,214,840,0
kansas,Graham,1,212,828,0
kansas,Cheyenne,1,149,883,0
kansas,Morton,1,129,752,0
kansas,Hodgeman,1,154,695,0
kansas,Clark,1,159,662,0
kansas,Wichita,1,108,620,0
kansas,Lane,1,117,548,0
kansas,Wallace,1,48,590,0
kansas,Hamilton,1,111,492,0
kansas,Stanton,1,99,469,0
kansas,Greeley,1,63,403,0
kansas,Johnson,3,135204,120980,6246
kansas,Wyandotte,3,27426,11833,1256
kansas,Miami,3,1612,3297,150
kentucky,McCracken,1,8701,15638,0
kentucky,Christian,1,6622,10261,0
kentucky,Hopkins,1,5055,11034,0
kentucky,Henderson,1,6248,8745,0
kentucky,Marshall,1,4577,9779,0
kentucky,Graves,1,3701,9683,0
kentucky,Calloway,1,4810,7817,0
kentucky,Muhlenberg,1,4739,6249,0
kentucky,Taylor,1,2456,7062,0
kentucky,Logan,1,2893,5753,0
kentucky,Ohio,1,2071,5888,0
kentucky,Russell,1,1118,6013,0
kentucky,Adair,1,1273,5624,0
kentucky,Allen,1,1295,4943,0
kentucky,Simpson,1,2332,3904,0
kentucky,Marion,1,2750,3327,0
kentucky,Trigg,1,1866,3910,0
kentucky,Union,1,1964,3570,0
kentucky,Caldwell,1,1474,3476,0
kentucky,Casey,1,630,4141,0
kentucky,Webster,1,1361,3034,0
kentucky,Metcalfe,1,1017,3300,0
kentucky,Monroe,1,386,3843,0
kentucky,McLean,1,1266,2663,0
kentucky,Todd,1,1280,2640,0
kentucky,Clinton,1,516,3311,0
kentucky,Livingston,1,1136,2687,0
kentucky,Lyon,1,1169,2283,0
kentucky,Ballard,1,1027,2413,0
kentucky,Crittenden,1,808,2548,0
kentucky,Cumberland,1,422,2364,0
kentucky,Carlisle,1,603,1703,0
kentucky,Fulton,1,696,1193,0
kentucky,Hickman,1,521,1235,0
kentucky,Washington,1,69,128,0
kentucky,Fayette,6,72534,47733,1190
kentucky,Madison,6,13522,20366,360
kentucky,Scott,6,9158,12521,257
kentucky,Franklin,6,11702,9861,297
kentucky,Clark,6,5418,9119,154
kentucky,Jessamine,6,5471,8877,163
kentucky,Woodford,6,5878,6932,98
kentucky,Anderson,6,3386,6864,98
kentucky,Montgomery,6,3661,6484,102
kentucky,Bourbon,6,3123,4922,97
kentucky,Fleming,6,1638,3926,43
kentucky,Estill,6,1471,3948,47
kentucky,Powell,6,1671,3179,74
kentucky,Bath,6,1776,2768,48
kentucky,Menifee,6,976,1800,31
kentucky,Harrison,6,1001,1582,44
kentucky,Wolfe,6,1125,1450,30
kentucky,Nicholas,6,924,1603,22
kentucky,Robertson,6,296,531,6
kentucky,Warren,2,13933,25028,686
kentucky,Daviess,2,12611,21709,797
kentucky,Hardin,2,11886,20260,834
kentucky,Bullitt,2,7810,18206,697
kentucky,Nelson,2,5617,10150,360
kentucky,Barren,2,3744,10812,300
kentucky,Boyle,2,3828,6479,223
kentucky,Meade,2,3189,6589,273
kentucky,Mercer,2,2413,6090,190
kentucky,Grayson,2,1713,6439,191
kentucky,Breckinridge,2,1945,5573,149
kentucky,Hart,2,1745,4444,172
kentucky,Jessamine,2,1529,4323,137
kentucky,Garrard,2,1258,4416,113
kentucky,LaRue,2,1178,3511,104
kentucky,Butler,2,749,3839,70
kentucky,Washington,2,1411,3076,105
kentucky,Edmonson,2,911,3429,67
kentucky,Green,2,669,3462,67
kentucky,Hancock,2,1282,2240,93
kentucky,Spencer,2,540,1627,52
kentucky,Pulaski,5,3384,18076,0
kentucky,Pike,5,4327,14668,0
kentucky,Laurel,5,2597,13810,0
kentucky,Floyd,5,3500,8762,0
kentucky,Perry,5,2332,7248,0
kentucky,Whitley,5,1434,8029,0
kentucky,Knox,5,1445,7630,0
kentucky,Carter,5,2787,5621,0
kentucky,Harlan,5,1395,6849,0
kentucky,Lincoln,5,1732,6241,0
kentucky,Johnson,5,1261,6518,0
kentucky,Letcher,5,1749,5917,0
kentucky,Bell,5,1320,6155,0
kentucky,Rowan,5,2837,4603,0
kentucky,Wayne,5,1232,5381,0
kentucky,Rockcastle,5,666,4688,0
kentucky,Magoffin,5,1422,3859,0
kentucky,Lawrence,5,1240,3903,0
kentucky,Knott,5,1648,3484,0
kentucky,Clay,5,796,4175,0
kentucky,McCreary,5,637,4323,0
kentucky,Breathitt,5,1367,3140,0
kentucky,Morgan,5,1152,3077,0
kentucky,Jackson,5,372,3579,0
kentucky,Leslie,5,376,3266,0
kentucky,Martin,5,401,2836,0
kentucky,Boyd,5,1042,2089,0
kentucky,Lee,5,423,1935,0
kentucky,Owsley,5,288,1533,0
kentucky,Elliott,5,803,964,0
kentucky,Kenton,4,20197,30878,2150
kentucky,Boone,4,12548,27912,1437
kentucky,Campbell,4,13110,19604,1194
kentucky,Oldham,4,9824,16496,705
kentucky,Shelby,4,5982,10566,572
kentucky,Greenup,4,4467,8102,308
kentucky,Boyd,4,4745,6824,326
kentucky,Jefferson,4,4172,7082,102
kentucky,Grant,4,1816,5205,232
kentucky,Henry,4,2230,3735,200
kentucky,Spencer,4,1460,4133,174
kentucky,Mason,4,1779,3666,91
kentucky,Pendleton,4,1193,3242,140
kentucky,Owen,4,1168,2784,132
kentucky,Harrison,4,1259,2512,83
kentucky,Carroll,4,1350,1904,99
kentucky,Lewis,4,516,2620,75
kentucky,Trimble,4,1030,1858,79
kentucky,Gallatin,4,898,1876,139
kentucky,Bracken,4,790,1947,81
kentucky,Jefferson,3,172999,101929,3788
louisiana,Lafayette,3,25737,50625,959
louisiana,Calcasieu,3,20463,38202,1087
louisiana,Iberia,3,7229,14244,130
louisiana,Acadia,3,3826,16375,206
louisiana,St. Martin,3,5629,12968,154
louisiana,Vermilion,3,3468,14513,138
louisiana,St. Mary,3,5764,11328,160
louisiana,Jefferson Davis,3,2130,6995,104
louisiana,Cameron,3,254,2109,20
louisiana,St. Landry,3,219,893,12
louisiana,Caddo,4,33949,38638,1603
louisiana,Bossier,4,8081,24756,585
louisiana,St. Landry,4,5255,7863,364
louisiana,Webster,4,3735,8360,228
louisiana,Natchitoches,4,4109,6439,232
louisiana,Vernon,4,1691,8442,202
louisiana,De Soto,4,3166,6842,195
louisiana,Beauregard,4,1626,8181,218
louisiana,Evangeline,4,2537,7072,246
louisiana,Union,4,1709,5833,160
louisiana,Sabine,4,1048,5334,138
louisiana,Allen,4,1434,4268,197
louisiana,Bienville,4,2006,2803,108
louisiana,Claiborne,4,1462,2746,91
louisiana,Red River,4,1110,1731,49
louisiana,East Baton Rouge,6,46434,75670,2251
louisiana,Livingston,6,4461,36202,682
louisiana,Ascension,6,7042,26932,750
louisiana,Lafourche,6,3730,12118,380
louisiana,Terrebonne,6,2557,8824,325
louisiana,Pointe Coupee,6,2993,6479,187
louisiana,St. Charles,6,1696,4569,206
louisiana,West Baton Rouge,6,1335,3724,69
louisiana,Assumption,6,920,3223,83
louisiana,St. John The Baptist,6,1596,2349,104
louisiana,Iberville,6,1248,2701,81
louisiana,East Feliciana,6,922,2429,71
louisiana,St. Helena,6,1761,1288,62
louisiana,Orleans,2,98299,0,11914
louisiana,Jefferson,2,35530,0,15519
louisiana,East Baton Rouge,2,23975,0,1760
louisiana,St. Charles,2,5523,0,5518
louisiana,St. John The Baptist,2,7433,0,2241
louisiana,St. James,2,5543,0,2868
louisiana,Iberville,2,4838,0,2358
louisiana,Ascension,2,4632,0,1544
louisiana,West Baton Rouge,2,2721,0,1370
louisiana,Assumption,2,1573,0,695
louisiana,Ouachita,5,14428,31176,1469
louisiana,Rapides,5,12087,27231,1498
louisiana,Tangipahoa,5,4538,8746,611
louisiana,Lincoln,5,4458,8254,473
louisiana,Washington,5,3599,8375,612
louisiana,St. Landry,5,5416,6444,686
louisiana,Avoyelles,5,2815,7418,407
louisiana,Morehouse,5,3029,4759,211
louisiana,Richland,5,1680,5149,160
louisiana,Franklin,5,1217,5263,119
louisiana,Grant,5,669,5126,201
louisiana,Concordia,5,2013,3812,145
louisiana,Jackson,5,1537,3801,157
louisiana,La Salle,5,359,4117,105
louisiana,West Feliciana,5,1505,2875,179
louisiana,Winn,5,911,2854,108
louisiana,East Feliciana,5,1575,1599,167
louisiana,Catahoula,5,816,2365,88
louisiana,Madison,5,1480,1621,92
louisiana,Caldwell,5,449,2532,64
louisiana,West Carroll,5,363,2634,48
louisiana,East Carroll,5,1071,1117,103
louisiana,Tensas,5,770,1021,62
louisiana,St. Helena,5,328,719,42
louisiana,St. Tammany,1,22654,70353,1850
louisiana,Jefferson,1,21135,58633,1520
louisiana,Tangipahoa,1,6711,15758,466
louisiana,Orleans,1,9705,9334,371
louisiana,Terrebonne,1,4156,13675,347
louisiana,Lafourche,1,1546,11621,215
louisiana,St. Bernard,1,3467,7253,272
louisiana,Plaquemines,1,2119,5901,205
maine,Penobscot,2,28622,30280,4618
maine,Androscoggin,2,21076,20157,3639
maine,Hancock,2,15178,10669,2281
maine,Aroostook,2,10633,13858,2136
maine,Oxford,2,10581,10599,2270
maine,Kennebec,2,9937,10707,1802
maine,Somerset,2,7736,10066,1614
maine,Waldo,2,9623,7376,1510
maine,Franklin,2,6513,5541,1120
maine,Washington,2,4891,5546,876
maine,Piscataquis,2,2805,4010,626
maine,Cumberland,1,86065,34942,10651
maine,York,1,51940,35232,10995
maine,Kennebec,1,18041,12757,2624
maine,Knox,1,12634,6572,1172
maine,Sagadahoc,1,10057,6488,1154
maine,Lincoln,1,8641,5594,891
maryland,Montgomery,6,90934,31113,3258
maryland,Frederick,6,29611,18000,1798
maryland,Washington,6,18438,28957,1760
maryland,Allegany,6,7176,14667,632
maryland,Garrett,6,2434,8084,227
maryland,Prince George's,5,109777,12963,2748
maryland,Charles,5,44958,16542,1255
maryland,Saint Mary's,5,18217,19748,1308
maryland,Calvert,5,18418,18705,1140
maryland,Anne Arundel,5,12673,12279,777
maryland,Baltimore,2,93812,49117,4481
maryland,Harford,2,19579,12839,1079
maryland,Anne Arundel,2,18104,7367,856
maryland,Baltimore City,2,15514,1788,689
maryland,Howard,2,12038,3979,598
maryland,Anne Arundel,3,48867,32754,2248
maryland,Baltimore City,3,45751,10222,1713
maryland,Baltimore,3,31819,17570,1246
maryland,Howard,3,31721,10606,1157
maryland,Montgomery,3,31660,8422,685
maryland,Prince George's,4,159422,8948,2062
maryland,Anne Arundel,4,38016,42731,3007
maryland,Harford,1,24989,48198,1608
maryland,Cecil,1,12682,20901,791
maryland,Wicomico,1,15021,17079,525
maryland,Carroll,1,7878,19517,633
maryland,Baltimore,1,10002,16137,550
maryland,Worcester,1,8955,14077,313
maryland,Queen Anne's,1,8137,13927,377
maryland,Talbot,1,9025,8431,244
maryland,Dorchester,1,5163,6859,118
maryland,Caroline,1,3805,7293,186
maryland,Kent,1,4532,3769,121
maryland,Somerset,1,2861,4288,106
maryland,Baltimore City,7,88208,3578,1626
maryland,Howard,7,50157,26243,2031
maryland,Baltimore,7,51945,24531,1848
maryland,Montgomery,8,157992,34339,2336
maryland,Frederick,8,22275,30685,1092
maryland,Carroll,8,15679,26923,1133
massachusetts,Barnstable,9,60410,38867,0
massachusetts,Plymouth,9,41921,37474,0
massachusetts,Bristol,9,24725,11856,0
massachusetts,Nantucket,9,3778,1516,0
massachusetts,Dukes,9,4145,1121,0
massachusetts,Hampden,1,63714,0,0
massachusetts,Berkshire,1,32000,0,3
massachusetts,Hampshire,1,16485,0,0
massachusetts,Worcester,1,9770,0,0
massachusetts,Franklin,1,2295,0,0
massachusetts,Norfolk,8,112240,0,0
massachusetts,Plymouth,8,55453,0,0
massachusetts,Suffolk,8,51920,0,0
massachusetts,Bristol,8,0,0,0
massachusetts,Bristol,4,47945,0,0
massachusetts,Norfolk,4,33926,0,0
massachusetts,Plymouth,4,3559,0,0
massachusetts,Worcester,4,0,0,0
massachusetts,Middlesex,4,0,0,0
massachusetts,Essex,6,126657,55350,5939
massachusetts,Middlesex,6,48688,27002,2599
massachusetts,Middlesex,3,84341,43117,8773
massachusetts,Essex,3,42030,22050,2649
massachusetts,Worcester,3,10331,7531,964
massachusetts,Worcester,2,95557,53356,0
massachusetts,Hampshire,2,30500,6036,0
massachusetts,Franklin,2,17162,5105,443
massachusetts,Hampden,2,74,68,0
massachusetts,Norfolk,2,0,0,0
massachusetts,Suffolk,7,124484,0,0
massachusetts,Middlesex,7,59667,0,0
massachusetts,Norfolk,7,12875,0,0
massachusetts,Middlesex,5,189209,55944,0
massachusetts,Suffolk,5,4882,2403,0
massachusetts,Worcester,5,3253,1731,0
michigan,Grand Traverse,1,23650,24853,0
michigan,Marquette,1,16979,12752,0
michigan,Emmet,1,7754,10018,0
michigan,Delta,1,6703,8825,0
michigan,Houghton,1,6477,7759,0
michigan,Leelanau,1,7295,6816,0
michigan,Charlevoix,1,5624,7901,0
michigan,Alpena,1,5233,7638,0
michigan,Antrim,1,4975,7792,0
michigan,Chippewa,1,4995,7692,0
michigan,Cheboygan,1,4491,7434,0
michigan,Manistee,1,5257,6334,0
michigan,Dickinson,1,4191,7124,0
michigan,Otsego,1,3952,7301,0
michigan,Benzie,1,4550,5127,0
michigan,Menominee,1,3472,5245,0
michigan,Kalkaska,1,2920,5465,0
michigan,Presque Isle,1,2659,3979,0
michigan,Gogebic,1,3171,3309,0
michigan,Crawford,1,2268,3912,0
michigan,Mackinac,1,2185,3476,0
michigan,Alcona,1,1727,3721,0
michigan,Iron,1,2264,3106,0
michigan,Montmorency,1,1471,3094,0
michigan,Alger,1,1915,2211,0
michigan,Schoolcraft,1,1530,2178,0
michigan,Mason,1,1392,2301,0
michigan,Oscoda,1,1155,2513,0
michigan,Baraga,1,1309,1916,0
michigan,Ontonagon,1,1338,1786,0
michigan,Luce,1,815,1554,0
michigan,Keweenaw,1,580,726,0
michigan,Kalamazoo,6,63209,47316,3583
michigan,Berrien,6,26676,33035,2268
michigan,Allegan,6,17652,28257,2386
michigan,Van Buren,6,12572,15102,1642
michigan,St. Joseph,6,7206,11907,1179
michigan,Cass,6,6756,11824,873
michigan,Ottawa,2,46566,78450,1659
michigan,Muskegon,2,35899,30670,1345
michigan,Kent,2,31821,32179,1087
michigan,Newaygo,2,6799,12764,566
michigan,Oceana,2,4204,6217,228
michigan,Mason,2,4143,5514,223
michigan,Lake,2,1767,2730,123
michigan,Allegan,2,426,506,13
michigan,Genesee,5,102502,55843,6805
michigan,Bay,5,24522,18578,2513
michigan,Saginaw,5,26613,11791,1907
michigan,Iosco,5,5005,5794,641
michigan,Tuscola,5,3014,3951,377
michigan,Arenac,5,2858,3307,400
michigan,Kent,3,95468,109551,4248
michigan,Calhoun,3,20858,26631,1438
michigan,Barry,3,8198,15721,796
michigan,Ionia,3,7806,14516,834
michigan,Montcalm,3,637,1073,48
